Gene dn_damaging_DD dn_lof_DD mut_damaging mut_lof BF PP
LINC00336 0 0 1.04146e-10 4.44345233423138e-08 0.968065821323997 0.028451833366448
LINC00338 0 0 1.04146e-10 8.67613396380665e-08 0.938625849287946 0.0276104710898309
LINC00339 0 0 1.04146e-10 7.08772211356505e-08 0.949565876664677 0.0279232952236993
LINC00340 0 0 1.04146e-10 5.0413118614364e-07 0.692729700940548 0.0205256958099233
LINC00343 0 0 1.04146e-10 1.44234483531434e-07 0.90009922653686 0.02650721843221
LINC00347 0 0 1.04146e-10 1.14044385759754e-07 0.920132536763203 0.0270812067814112
LINC00348 0 0 1.04146e-10 1.35449114228371e-07 0.905882863823798 0.0266729989869734
LINC00351 0 0 1.04146e-10 1.36269763994746e-07 0.905341015620931 0.0266574699994302
LINC00353 0 0 1.04146e-10 1.35511752405972e-07 0.905841494285744 0.0266718133826459
LINC00359 0 0 1.04146e-10 9.0451455411548e-08 0.936102679609977 0.0275382938496886
LINC00366 0 0 1.04146e-10 1.36277417499528e-07 0.905335963810226 0.026657325215765
LINC00371 0 0 1.04146e-10 2.07333166393243e-07 0.859645843296282 0.0253460932469809
LINC00379 0 0 1.04146e-10 1.37295757219581e-07 0.904664048437421 0.0266380679008637
LINC00381 0 0 1.04146e-10 1.60183907965389e-07 0.889694886545029 0.0262088491375495
LINC00398 0 0 1.04146e-10 4.80781611771447e-08 0.965495076258812 0.0283784223003289
LINC00410 0 0 1.04146e-10 3.46452225638055e-07 0.77684786187952 0.0229609022976355
LINC00421 0 0 1.04146e-10 4.58183085831982e-08 0.967088683573678 0.0284239311970949
LINC00423 0 0 1.04146e-10 1.78720916852139e-07 0.877755797015381 0.0258662418004965
LINC00424 0 0 1.04146e-10 4.87636802626346e-08 0.965012187523181 0.0283646315284791
LINC00426 0 0 1.04146e-10 1.81739495838137e-07 0.875827076876484 0.0258108721068783
LINC00433 0 0 1.04146e-10 8.81639466106345e-08 0.937665984576335 0.0275830146724581
LINC00441 0 0 1.04146e-10 9.2203159548747e-08 0.934907336897443 0.0275040963967774
LINC00442 0 0 1.04146e-10 1.36646915238847e-07 0.905092105304659 0.0266503362391266
LINC00443 0 0 1.04146e-10 9.0071016780556e-08 0.936362491465472 0.0275457264656747
LINC00446 0 0 1.04146e-10 2.28811427069958e-07 0.846300809275917 0.0249624456438743
LINC00457 0 0 1.04146e-10 2.17520327910052e-07 0.853289862371184 0.0251634069936264
LINC00460 0 0 1.04146e-10 9.3594598294414e-08 0.933958939026138 0.0274769620555584
LINC00461 0 0 1.04146e-10 2.25147965515672e-07 0.848562058250623 0.0250274740540931
LINC00462 0 0 1.04146e-10 8.80400824779455e-08 0.937750710056413 0.0275854382619507
LINC00466 0 0 1.04146e-10 4.43487597578876e-07 0.723929564053199 0.0214303414914962
LINC00467 0 0 1.04146e-10 2.18863881707585e-07 0.852455158232766 0.0251394104917571
LINC00469 0 0 1.04146e-10 1.38030395633016e-07 0.904179637539466 0.0266241840529807
LINC00470 0 0 1.04146e-10 2.95067014784837e-07 0.806443911063514 0.0238148257155489
LINC00471 0 0 1.04146e-10 9.19143732717105e-08 0.935104294645749 0.0275097313089094
LINC00472 0 0 1.04146e-10 1.35124251945305e-07 0.906097450673519 0.0266791487578495
LINC00473 0 0 1.04146e-10 6.3572381365556e-08 0.954640360550149 0.0280683290084339
LINC00474 0 0 1.04146e-10 8.81639466106345e-08 0.937665984576335 0.0275830146724581
LINC00475 0 0 1.04146e-10 1.32645175226827e-07 0.907736697331939 0.0267261248010436
LINC00476 0 0 1.04146e-10 3.0429283577502e-07 0.801047122382007 0.0236592255408295
LINC00477 0 0 1.04146e-10 1.34199185672084e-07 0.906708783158113 0.0266966682996557
LINC00478 0 0 1.04146e-10 3.87529443328734e-07 0.753983145280778 0.0223001718239032
LINC00479 0 0 1.04146e-10 2.26319620943796e-07 0.84783819511446 0.0250066583301099
LINC00482 0 0 1.04146e-10 1.36554321322235e-07 0.905153208523733 0.0266520874647715
LINC00483 0 0 1.04146e-10 1.36154601364528e-07 0.905417033897123 0.0266596486595228
LINC00485 0 0 1.04146e-10 1.80692359853339e-07 0.876495656457981 0.0258300664008448
LINC00486 0 0 1.04146e-10 3.13446539465355e-07 0.795728736636644 0.0235058373429839
LINC00487 0 0 1.04146e-10 2.26926867711467e-07 0.847463277155624 0.0249958766763973
LINC00488 0 0 1.04146e-10 8.943601078066e-08 0.936796317289526 0.0275581369653944
LINC00489 0 0 1.04146e-10 9.10378842049665e-08 0.935702334769146 0.0275268406877582
LINC00493 0 0 1.04146e-10 4.61395222056348e-08 0.96686200688738 0.0284174582150927
LINC00494 0 0 1.04146e-10 2.79495318824715e-07 0.815636650302361 0.0240797565504415
LINC00499 0 0 1.04146e-10 9.29419276921555e-08 0.934403674502667 0.0274896864440763
LINC00502 0 0 1.04146e-10 1.3370154355941e-07 0.907037824381769 0.0267060976887518
LINC00507 0 0 1.04146e-10 1.79233522169512e-07 0.877427964450071 0.0258568308279101
LINC00511 0 0 1.04146e-10 1.78069601492536e-07 0.878172519763303 0.0258782042493969
LINC00514 0 0 1.04146e-10 1.8657082288538e-07 0.872749047452204 0.0257224950054268
LINC00516 0 0 1.04146e-10 2.73231687190976e-07 0.819364304494832 0.0241871449849526
LINC00518 0 0 1.04146e-10 9.2408922375946e-08 0.934767028408146 0.0275000821660095
LINC00520 0 0 1.04146e-10 1.34615682350726e-07 0.906433488448033 0.026688778992963
LINC00521 0 0 1.04146e-10 6.48876800097325e-07 0.623660230416818 0.0185170518395022
LINC00523 0 0 1.04146e-10 4.6642705721345e-08 0.96650702455617 0.0284073211623522
LINC00525 0 0 1.04146e-10 8.943601078066e-08 0.936796317289526 0.0275581369653944
LINC00534 0 0 1.04146e-10 1.37970650199637e-07 0.904219023057376 0.026625312908065
LINC00535 0 0 1.04146e-10 4.58924268323169e-07 0.715854902085429 0.0211963755196474
LINC00536 0 0 1.04146e-10 5.65586483798465e-07 0.662503060809754 0.0196476723101652
LINC00544 0 0 1.04146e-10 1.87780192450781e-07 0.871980279610328 0.0257004194605478
LINC00547 0 0 1.04146e-10 1.81699137590656e-07 0.875852835381294 0.0258116116234496
LINC00548 0 0 1.04146e-10 2.24151647463182e-07 0.849178089161249 0.0250451882075213
LINC00550 0 0 1.04146e-10 6.49040746778435e-08 0.953713220779358 0.0280418336651354
LINC00551 0 0 1.04146e-10 2.58359076396584e-07 0.828284802882151 0.0244440359766042
LINC00558 0 0 1.04146e-10 2.26969724947338e-07 0.847436823186239 0.0249951159208586
LINC00559 0 0 1.04146e-10 2.27176346140351e-07 0.847309296370967 0.0249914485252302
LINC00568 0 0 1.04146e-10 4.67024511547242e-08 0.96646488455707 0.0284061177774459
LINC00570 0 0 1.04146e-10 8.86999786095765e-08 0.93729941778119 0.027572528815943
LINC00571 0 0 1.04146e-10 2.24633015836749e-07 0.848880398850114 0.0250366281137938
LINC00574 0 0 1.04146e-10 9.1490195706287e-08 0.935393668180107 0.0275180100952187
LINC00575 0 0 1.04146e-10 1.5788059785432e-07 0.891189839781665 0.026251731742835
LINC00577 0 0 1.04146e-10 2.10777243430893e-07 0.857491654541512 0.025284184326932
LINC00578 0 0 1.04146e-10 1.36579211453971e-07 0.905136782981772 0.0266516167073726
LINC00582 0 0 1.04146e-10 4.59571866358552e-08 0.966990672343867 0.0284211323978987
LINC00583 0 0 1.04146e-10 9.23738064668015e-08 0.934790972232536 0.0275007672020048
LINC00588 0 0 1.04146e-10 1.37034415699514e-07 0.904836437093622 0.0266430086889466
LINC00589 0 0 1.04146e-10 1.34160478105182e-07 0.906734372276672 0.0266974016178359
LINC00592 0 0 1.04146e-10 1.82206550055914e-07 0.875529037137448 0.0258023154212026
LINC00593 0 0 1.04146e-10 1.83649659016497e-07 0.874608800969807 0.025775894601028
LINC00595 0 0 1.04146e-10 9.1136974497038e-08 0.935634704693757 0.0275249058835857
LINC00598 0 0 1.04146e-10 2.96081562893903e-07 0.805848634108817 0.0237976651280412
LINC00599 0 0 1.04146e-10 8.97455357513715e-08 0.936584829365002 0.0275520869482782
LINC00601 0 0 1.04146e-10 1.35511752405972e-07 0.905841494285744 0.0266718133826459
LINC00605 0 0 1.04146e-10 9.19143732717105e-08 0.935104294645749 0.0275097313089094
LINC00606 0 0 1.04146e-10 9.2714280606146e-08 0.934558845769416 0.0274941259923969
LINC00607 0 0 1.04146e-10 4.02010511956689e-07 0.746086393765753 0.02207176870617
LINC00608 0 0 1.04146e-10 7.1714365343702e-08 0.94898608501149 0.0279067214475979
LINC00609 0 0 1.04146e-10 9.47208668984895e-08 0.933191994790294 0.0274550181252192
LINC00612 0 0 1.04146e-10 9.17831487238355e-08 0.935193806202639 0.0275122921906793
LINC00615 0 0 1.04146e-10 1.79648047659423e-07 0.877162948905422 0.0258492229882307
LINC00616 0 0 1.04146e-10 4.47707049413821e-07 0.721713304655506 0.0213661357880229
LINC00617 0 0 1.04146e-10 4.59571866358552e-08 0.966990672343867 0.0284211323978987
LINC00619 0 0 1.04146e-10 9.1268199044913e-08 0.93554515031414 0.0275223438431388
LINC00620 0 0 1.04146e-10 2.32072245506832e-07 0.844293233083672 0.0249047050197798
LINC00623 0 0 1.04146e-10 1.3911137353067e-07 0.903467333487363 0.026603767770765
LINC00624 0 0 1.04146e-10 1.3382002103738e-07 0.906959476023584 0.0267038524633874
LINC00626 0 0 1.04146e-10 9.1327944478292e-08 0.935504379839689 0.0275211774456325
LINC00634 0 0 1.04146e-10 4.67024511547242e-08 0.96646488455707 0.0284061177774459
LINC00635 0 0 1.04146e-10 4.93391104765626e-07 0.698154114086363 0.0206830977531957
LINC00636 0 0 1.04146e-10 8.85090086283225e-08 0.93742999639259 0.0275762641190486
LINC00637 0 0 1.04146e-10 9.25998923572e-08 0.934636826194086 0.0274963570464832
LINC00639 0 0 1.04146e-10 1.80704209825573e-07 0.876488087543689 0.0258298491086332
LINC00640 0 0 1.04146e-10 1.78445514360948e-07 0.877931979765671 0.0258712993407849
LINC00641 0 0 1.04146e-10 4.87636802626346e-08 0.965012187523181 0.0283646315284791
LINC00642 0 0 1.04146e-10 1.36197271491463e-07 0.90538886680444 0.0266588414005666
LINC00643 0 0 1.04146e-10 1.31315353847139e-07 0.908617258516063 0.0267513572523105
LINC00645 0 0 1.04146e-10 3.04914574280187e-07 0.800684747499797 0.0236487757734673
LINC00648 0 0 1.04146e-10 9.26583637942905e-08 0.934596964391016 0.0274952165841265
LINC00649 0 0 1.04146e-10 8.8608098920394e-08 0.937362239603533 0.0275743258867902
LINC00651 0 0 1.04146e-10 4.6642705721345e-08 0.96650702455617 0.0284073211623522
LINC00652 0 0 1.04146e-10 1.59375798743499e-07 0.890219096256025 0.0262238864781129
LINC00654 0 0 1.04146e-10 4.51404430024906e-08 0.967567222363753 0.0284375960729281
LINC00656 0 0 1.04146e-10 1.37447382342143e-07 0.904564047264794 0.0266352017693226
LINC00658 0 0 1.04146e-10 4.38697229585997e-07 0.72645406868724 0.0215034668893914
LINC00659 0 0 1.04146e-10 1.11729548492988e-07 0.921687150163169 0.0271257207949675
LINC00661 0 0 1.04146e-10 3.44401805074207e-07 0.778007448352993 0.022994387519058
LINC00662 0 0 1.04146e-10 9.2282369679512e-08 0.934853321434753 0.0275025510164309
LINC00663 0 0 1.04146e-10 6.48648461102685e-08 0.95374051908092 0.0280426138031798
LINC00665 0 0 1.04146e-10 2.90776266845907e-07 0.808966406936239 0.0238875372923027
LINC00667 0 0 1.04146e-10 8.6960384261935e-08 0.938489573744736 0.0276065730951454
LINC00668 0 0 1.04146e-10 2.4429770971668e-07 0.836809351959969 0.0246893981340401
LINC00669 0 0 1.04146e-10 1.35809056803367e-07 0.905645165009701 0.0266661867675236
LINC00670 0 0 1.04146e-10 1.32249600123545e-07 0.907998542802095 0.0267336281109106
LINC00671 0 0 1.04146e-10 3.48070016663635e-07 0.775934180827438 0.0229345164369049
LINC00672 0 0 1.04146e-10 4.60169320692344e-08 0.966948510946581 0.0284199284361566
LINC00673 0 0 1.04146e-10 1.38366109011802e-07 0.903958360187835 0.0266178418238077
LINC00674 0 0 1.04146e-10 2.3055014198215e-07 0.845229738906991 0.024931641053043
LINC00675 0 0 1.04146e-10 4.6642705721345e-08 0.96650702455617 0.0284073211623522
LINC00678 0 0 1.04146e-10 1.32693615332378e-07 0.907704638340221 0.0267252061270246
LINC00681 0 0 1.04146e-10 4.53110124090577e-08 0.967446786376612 0.028434157009005
LINC00689 0 0 1.04146e-10 1.82345428108571e-07 0.875440435204663 0.0257997716412013
LINC00691 0 0 1.04146e-10 4.34394792861127e-08 0.968769074884959 0.0284719137807768
LINC00692 0 0 1.04146e-10 3.14436568615106e-07 0.79515567203404 0.0234893066419608
LINC00693 0 0 1.04146e-10 1.86548032332458e-07 0.872763541472399 0.0257229111987032
LINC00698 0 0 1.04146e-10 2.66038031549528e-07 0.823666775483576 0.0243110636992606
LINC00700 0 0 1.04146e-10 9.0431054836861e-08 0.936116609859156 0.0275386923647659
LINC00701 0 0 1.04146e-10 9.35514248141975e-08 0.933988351179035 0.0274778035810342
LINC00704 0 0 1.04146e-10 1.38338646607439e-07 0.903976459303361 0.0266183605819382
LINC00705 0 0 1.04146e-10 9.1327944478292e-08 0.935504379839689 0.0275211774456325
LINC00707 0 0 1.04146e-10 1.81389728911063e-07 0.87605033988708 0.0258172818630465
LINC00710 0 0 1.04146e-10 2.25486528942786e-07 0.848352825198274 0.0250214573485303
LINC00837 0 0 1.04146e-10 1.1771089683825e-07 0.917675600556371 0.0270108478064055
LINC00838 0 0 1.04146e-10 9.07209988190695e-08 0.93591864538553 0.0275330289876357
LINC00839 0 0 1.04146e-10 3.08617957548397e-07 0.798529706495907 0.023586626455791
LINC00840 0 0 1.04146e-10 1.83519935800138e-07 0.874691482207677 0.0257782685134173
LINC00841 0 0 1.04146e-10 3.14584144042122e-07 0.795070285923622 0.0234868435344658
LINC00842 0 0 1.04146e-10 2.56156203160785e-07 0.829614426661542 0.0244823146732362
LINC00847 0 0 1.04146e-10 1.56036262789971e-07 0.892388734842791 0.0262861192159122
LINC00851 0 0 1.04146e-10 4.60169320692344e-08 0.966948510946581 0.0284199284361566
LINC00853 0 0 1.04146e-10 4.41453989462894e-08 0.968270108375104 0.0284576665808292
LINC00854 0 0 1.04146e-10 1.88565244730236e-07 0.87148160815202 0.0256860993305998
LINC00856 0 0 1.04146e-10 4.60169320692344e-08 0.966948510946581 0.0284199284361566
LINC00857 0 0 1.04146e-10 4.59571866358552e-08 0.966990672343867 0.0284211323978987
LINC00858 0 0 1.04146e-10 2.33623789038216e-07 0.843339697343513 0.0248772776383663
LINC00861 0 0 1.04146e-10 1.36210018561367e-07 0.905380452474209 0.0266586002485658
LINC00862 0 0 1.04146e-10 1.79582391998915e-07 0.87720491864357 0.0258504278275105
LINC00864 0 0 1.04146e-10 9.17234032904565e-08 0.935234562942356 0.0275134582165578
LINC00865 0 0 1.04146e-10 1.37970650199637e-07 0.904219023057376 0.026625312908065
LINC00869 0 0 1.04146e-10 2.02810695130118e-07 0.862482884681386 0.025427614572628
LINC00870 0 0 1.04146e-10 8.7177315316035e-08 0.938341075153495 0.0276023254395882
LINC00871 0 0 1.04146e-10 2.98614034996574e-07 0.804364673783031 0.0237548830338488
LINGO1 0 0 5.41927e-06 8.70262044937945e-07 0.202670490532239 0.00609364317544472
LINGO2 0 0 3.73307e-06 1.14633174543298e-06 0.222769783713687 0.00669391834725794
LINGO3 0 0 1.04146e-10 5.4362174963913e-07 0.673149568073415 0.0199571115984169
LINGO4 0 0 2.43894e-06 7.37432797955885e-07 0.376479606428384 0.0112606717185258
LINS 0 0 2.16559e-06 1.05598456237108e-06 0.31397235753679 0.00940864281041861
LIPA 0 0 2.79392e-06 1.14109439985897e-06 0.2639892702912 0.00792269293436231
LIPC 0 0 5.01172e-06 1.32395666447053e-06 0.156767209298192 0.00471999500838302
LIPE 0 0 4.42787e-06 2.13993579799965e-06 0.0966900536935656 0.0029164489973278
LIPF 0 0 1.53626e-06 9.2212105687406e-07 0.387194723964136 0.0115774551243921
LIPG 0 0 5.31217e-06 1.09723366216786e-06 0.175232475761043 0.00527302131189078
LIPH 0 0 3.4928e-06 1.04014510876843e-06 0.25090638496036 0.00753301469704026
LIPI 0 0 1.94566e-06 9.0096223985199e-07 0.365288457020258 0.0109295979734753
LIPJ 0 0 1.27036e-06 9.1505725704042e-07 0.408287184866645 0.0122004432302682
LIPK 0 0 2.43807e-06 1.22010526279766e-06 0.265673997100681 0.00797285086299621
LIPM 0 0 2.62088e-06 1.12000965844109e-06 0.276409302873455 0.00829234483982997
LIPN 0 0 1.61182e-06 9.89688070319685e-07 0.363761829250845 0.0108844177431901
LIPT1 0 0 1.97737e-06 6.69026264567945e-07 0.429634012481576 0.0128301452518629
LIPT2 0 0 2.05238e-06 2.85903666704427e-07 0.559926860232929 0.0166562675530716
LITAF 0 0 6.91652e-07 4.24902017076405e-07 0.646840169571402 0.0191920771364873
LIX1 0 0 2.22516e-06 8.7994367400718e-07 0.352787864761196 0.010559524036114
LIX1L 0 0 1.04146e-10 1.23713033385898e-06 0.407649568847234 0.0121816220791724
LLGL1 1 0 1.18361e-05 2.49537350211879e-06 0.429143117135212 0.0128156735340969
LLGL2 0 0 1.41596e-05 2.83214096226085e-06 0.0117179773085233 0.000354355977702913
LLPH 0 0 7.43394e-07 3.42248220851702e-07 0.68048355272949 0.0201701592607102
LMAN1 0 0 3.58708e-06 1.6122564916627e-06 0.163467998346983 0.00492075165252652
LMAN1L 0 0 1.44748e-06 1.24650503188025e-06 0.311313854302249 0.00932972011762587
LMAN2 0 0 4.86747e-06 7.26223486031825e-07 0.247518818791341 0.00743206497447677
LMAN2L 0 0 4.51463e-06 1.17114800747801e-06 0.190823068794893 0.00573947417405033
LMBR1 0 0 3.57692e-06 1.84148886883844e-06 0.138946406801625 0.00418568669263241
LMBR1L 0 0 4.0429e-06 1.54820158946765e-06 0.157985918097952 0.00475651373309485
LMBRD1 0 0 2.57446e-06 1.68313614411076e-06 0.185877890304192 0.00559156742202333
LMBRD2 0 0 5.32685e-06 2.2041401062501e-06 0.0790018673499748 0.0023841946584199
LMCD1 0 0 2.97272e-06 9.38501053230315e-07 0.296031266838187 0.00887578357594806
LMCD1-AS1 0 0 1.04146e-10 1.37931305340945e-07 0.904244961013638 0.0266260563320197
LMF1 0 0 4.14546e-06 1.75614416440172e-06 0.133668224414243 0.00402732460657362
LMF2 0 0 5.98576e-06 1.91116347858863e-06 0.0869349702410209 0.0026229795248309
LMLN 0 0 4.08974e-06 2.45888502504653e-06 0.0817281824712456 0.00246626911127691
LMNA 0 0 8.26379e-06 1.87480501008616e-06 0.0606007069396277 0.00182988285159749
LMNB1 0 0 2.04552e-06 1.40870516878177e-06 0.248793219871837 0.00747004463057999
LMNB2 0 0 1.93083e-07 1.48998794445441e-06 0.328051539214295 0.00982640037553476
LMO1 0 0 2.29458e-06 4.49271475711111e-07 0.47612861977225 0.0141988973599865
LMO2 1 0 2.34769e-06 7.04491749608605e-07 8.53791976784399 0.20526520219257
LMO3 0 0 1.85965e-06 7.0256196049564e-07 0.428260933116335 0.0127896654618179
LMO4 0 1 8.33598e-07 3.7979794571639e-07 55.8206012751956 0.628063923806036
LMO7 0 0 1.1518e-05 4.67083398823492e-06 0.00492647357582424 0.00014900899030046
LMOD1 0 0 6.75583e-07 7.79101730561225e-07 0.501731291679101 0.0149509936744556
LMOD2 0 0 1.92852e-08 9.2961039313472e-07 0.507169135208526 0.0151105863832904
LMOD3 0 0 3.0463e-06 9.15669761956485e-07 0.297058989598631 0.00890632292673652
LMTK2 1 0 9.29602e-06 2.45284755894087e-06 0.687180595244516 0.0203646232588923
LMTK3 0 0 1.23379e-06 2.85836981934474e-06 0.102295860794256 0.0030850145613808
LMX1A 0 0 2.50879e-06 1.23895816894599e-06 0.258806318424745 0.00776835353760805
LMX1B 0 0 4.90253e-06 1.36673983116848e-06 0.154923263489797 0.0046647359021091
LNP1 0 0 1.04146e-10 5.86539778177575e-07 0.652506057174599 0.019356932816651
LNPEP 0 0 4.00392e-06 2.64164789639361e-06 0.0728618735477024 0.00219930352302244
LNX1 0 0 5.5108e-06 1.88117469645029e-06 0.0963917243922251 0.0029074766938376
LNX1-AS1 0 0 1.04146e-10 1.38191372864723e-07 0.904073526433547 0.0266211427174604
LNX1-AS2 0 0 1.04146e-10 4.59571866358552e-08 0.966990672343867 0.0284211323978987
LNX2 0 0 4.59337e-06 1.86457424659222e-06 0.114371386856932 0.00344792980666356
LOC100130776 0 0 1.04146e-10 4.67024511547242e-08 0.96646488455707 0.0284061177774459
LOC100132354 0 0 1.04146e-10 4.67024511547242e-08 0.96646488455707 0.0284061177774459
LOC100505495 0 0 1.04146e-10 1.38405453870494e-07 0.903932430573819 0.0266170986264116
LOC100505812 0 0 1.04146e-10 4.22323680573792e-08 0.969622904195884 0.0284962925577846
LOC100507266 0 0 1.04146e-10 2.2792161065922e-07 0.846849480108702 0.0249782249740861
LOC150622 0 0 1.04146e-10 4.6642705721345e-08 0.96650702455617 0.0284073211623522
LOC152578 0 0 1.04146e-10 1.56004897990863e-07 0.892409137423008 0.0262867043947177
LOC284100 0 0 1.04146e-10 2.66089202149428e-07 0.823636089917968 0.0243101800125585
LOC284889 0 0 1.04146e-10 9.08478501010135e-08 0.935832048748222 0.0275305516061549
LOC284998 0 0 1.04146e-10 1.3774033535969e-07 0.904370868011739 0.0266296650149474
LOC285758 0 0 1.04146e-10 9.2841973360359e-08 0.934471803234687 0.0274916356552845
LOC440905 0 0 1.04146e-10 4.72170717737899e-07 0.708998797192675 0.020997629793535
LOC550112 0 0 1.04146e-10 4.53110124090577e-08 0.967446786376612 0.028434157009005
LOC643714 0 0 1.04146e-10 1.35301838140713e-07 0.905980140230532 0.0266757868077564
LOC645638 0 0 1.04146e-10 9.1077229063659e-08 0.935675480931698 0.0275260724370337
LOC728228 0 0 1.04146e-10 9.1136974497038e-08 0.935634704693757 0.0275249058835857
LOC728431 0 0 1.04146e-10 8.8453071006659e-08 0.93746824808228 0.0275773583330561
LOH12CR1 0 0 1.32547e-06 6.62318476272835e-07 0.485416875847877 0.0144718790597305
LOH12CR2 0 0 1.04146e-10 4.53110124090577e-08 0.967446786376612 0.028434157009005
LONP1 2 0 1.44301e-05 2.36455839019077e-06 6.21351135860234 0.15822470818412
LONP2 0 0 7.3915e-06 2.11904899638937e-06 0.0589569268136209 0.0017803360707344
LONRF1 0 0 3.87236e-06 1.88410817252384e-06 0.127947065155584 0.00385561492410563
LONRF2 0 0 3.577e-06 1.48716004059907e-06 0.179151703577331 0.00539032134092521
LOR 0 0 1.04146e-10 3.82869790371313e-07 0.75654212117392 0.0223741639380806
LOX 0 0 3.05864e-06 1.24288498192669e-06 0.234058891556052 0.00703075515779605
LOXHD1 0 0 1.34544e-05 5.8944127119265e-06 0.001548854895118 4.68523541377465e-05
LOXL1 0 0 4.72963e-06 1.23969605866919e-06 0.174945444177193 0.00526442954935582
LOXL1-AS1 0 0 1.04146e-10 2.15637645135342e-07 0.854460904511398 0.0251970707213165
LOXL2 0 0 1.03064e-05 1.99064866823198e-06 0.0397267478822032 0.00120033490440675
LOXL3 0 0 1.10151e-05 2.49258716514459e-06 0.0247296743875238 0.000747540379751714
LOXL4 0 0 1.05598e-05 1.75443686849237e-06 0.0451258973456209 0.00136324661977071
LPA 0 0 1.04146e-10 7.8310631644594e-06 0.00413012271022672 0.000124925107064573
LPAL2 0 0 1.04146e-10 5.55238640328995e-07 0.667497301236271 0.0197928535588675
LPAR1 0 0 2.81681e-06 5.87062357600275e-07 0.392541486354387 0.0117354517371262
LPAR2 0 0 3.33629e-06 7.57855730549915e-07 0.316345927762575 0.00947909610361164
LPAR3 0 0 2.79774e-06 3.98861725391421e-07 0.451564591519786 0.0134762316074118
LPAR5 0 0 2.21267e-06 7.54100865654815e-07 0.38729319537767 0.0115803654073189
LPAR6 0 0 1.70681e-06 9.25009305118615e-07 0.374714750954186 0.0112084757785173
LPCAT1 0 0 3.96615e-06 1.63050100285258e-06 0.150940554537468 0.00454536170359402
LPCAT2 0 0 3.93575e-06 1.53764630718017e-06 0.162208303658465 0.00488301719260873
LPCAT3 0 0 2.53213e-06 1.43742804990545e-06 0.223423181624943 0.00671342022533284
LPCAT4 0 0 2.90018e-06 1.83474311758393e-06 0.157363901671239 0.00473787528675167
LPGAT1 0 1 2.28126e-06 1.09191049348645e-06 25.4879071378972 0.435359052216603
LPHN1 0 0 1.74863e-05 3.81261340981549e-06 0.00349405573902693 0.000105687824780331
LPHN2 1 0 1.25611e-05 3.81632071254128e-06 0.149192311105374 0.00449295235623156
LPHN3 1 0 1.14447e-05 3.45994614375102e-06 0.231958491627457 0.00696810213573421
LPIN1 0 1 1.06325e-05 2.98389944346367e-06 1.54953785021061 0.0447763105799411
LPIN2 1 0 8.73435e-06 2.802588601538e-06 0.591807693093328 0.0175879538850942
LPIN3 0 0 8.70663e-06 2.17110834855155e-06 0.0455311424709159 0.00137547217541382
LPL 0 0 3.39501e-06 1.19036920834907e-06 0.229051380187209 0.00688137259636885
LPO 0 0 8.77121e-06 1.73828402235902e-06 0.0613821639603768 0.00185343578533607
LPP 0 0 1.83297e-06 1.60077912206044e-06 0.225138136082486 0.0067646025940011
LPPR1 0 0 2.71663e-06 8.6229658542329e-07 0.327351698313726 0.00980564301432122
LPPR2 0 0 3.57904e-06 1.24429105334917e-06 0.213286134104854 0.00641077490977866
LPPR3 0 0 2.38209e-06 9.4727533019441e-07 0.326739572203994 0.00978748657032374
LPPR4 0 0 3.13973e-06 1.56226549277213e-06 0.18336688200728 0.0055164481131573
LPPR5 0 0 2.43793e-06 1.07991524019528e-06 0.293947977181661 0.00881387169573852
LPXN 0 0 3.45231e-06 9.09300837054925e-07 0.277761932925688 0.00833258593330179
LRAT 0 0 2.6149e-06 3.74503693781894e-07 0.474820489784313 0.014160439290835
LRBA 0 1 2.25631e-05 7.74677372387735e-06 0.00867480774871005 0.000262353545599481
LRCH1 0 0 5.79093e-06 2.15864782754481e-06 0.0753271931813984 0.00227354892382774
LRCH3 0 0 4.28234e-06 2.25065019195155e-06 0.0916492048994955 0.00276482293918804
LRCH4 0 0 4.73636e-06 1.89479473101984e-06 0.109171334283421 0.00329168095074295
LRCOL1 0 0 1.04146e-10 4.46295768236185e-07 0.722453810186796 0.0213875893939323
LRFN1 0 0 3.71587e-06 1.10295345659493e-06 0.230547734213487 0.0069260160846793
LRFN2 1 0 5.82731e-06 8.47911496705685e-07 4.03979056789462 0.108899653120187
LRFN3 0 0 3.35513e-08 5.67277246803915e-07 0.657652931396557 0.0195066391617345
LRFN4 0 0 4.93939e-06 8.567465158885e-07 0.222403894975975 0.00668299738167347
LRFN5 0 0 4.61158e-06 1.0461042575689e-06 0.205339906473112 0.00617340835801836
LRG1 0 0 2.54402e-07 5.7443005577386e-07 0.628368534834572 0.0186542380240105
LRGUK 0 0 3.00525e-06 2.24679931590043e-06 0.115069398565468 0.00346889962137417
LRIF1 0 1 7.09059e-07 1.15412431383499e-06 32.3245725885918 0.494401396995006
LRIG1 0 0 6.71753e-06 2.30304714434847e-06 0.0579813122072175 0.00175092679271438
LRIG2 0 0 4.56742e-06 2.65341771629377e-06 0.0654754907887428 0.00197678955116204
LRIG3 0 0 1.90967e-07 2.6873804849331e-06 0.139560916936537 0.00420412065819691
LRIT1 0 1 2.58027e-06 1.09518394145919e-06 24.1067217145975 0.421716160089501
LRIT2 0 0 1.95318e-06 7.2915476021412e-07 0.413101619093214 0.012342532561217
LRIT3 0 0 1.68346e-06 1.01846864108836e-06 0.351717611589431 0.0105278268424044
LRMP 0 0 2.46059e-06 1.9557720111946e-06 0.156043582337952 0.00469831018983235
