Gene dn_damaging_DD dn_lof_DD mut_damaging mut_lof BF PP
CLDN6 0 0 1.5177e-06 3.28493313621959e-07 0.597533116655108 0.0177550868513843
CLDN7 0 0 2.01244e-06 4.98881688557905e-07 0.483043286332087 0.0144021336831771
CLDN8 0 0 1.7435e-06 2.5962992393642e-07 0.603245325038354 0.0179217773878093
CLDN9 0 0 2.31029e-06 2.66074736981965e-07 0.542469070933672 0.0161453314571174
CLDND1 0 0 1.16113e-06 8.5275577519089e-07 0.435616784253894 0.0130064847712576
CLDND2 0 0 1.37787e-07 3.29048497737496e-07 0.767182101838871 0.0226816961234932
CLEC10A 0 0 7.73879e-07 9.572016280163e-07 0.433277593287924 0.0129375456659681
CLEC11A 0 0 1.1456e-06 7.2778620992349e-07 0.478208549357791 0.0142600395974518
CLEC12A 0 0 1.04146e-10 6.1656246188136e-07 0.638448111196996 0.0189477984303621
CLEC12B 0 0 3.80648e-07 7.6678117425703e-07 0.53414143836391 0.0159014200319612
CLEC14A 0 0 1.04146e-10 7.5986150704236e-07 0.575465969969704 0.0171106035742374
CLEC16A 0 0 1.01459e-05 2.4677913754593e-06 0.029027014953645 0.000877328471063086
CLEC17A 0 0 7.37691e-08 1.33776193953406e-06 0.374075862026259 0.0111895791570122
CLEC18A 0 0 2.02771e-06 1.31750848367816e-06 0.266516269529206 0.00799792521714636
CLEC18B 0 0 1.90371e-06 1.28197026470055e-06 0.279568042896538 0.00838631308015453
CLEC18C 0 0 1.58146e-06 1.21718893601098e-06 0.310381342357143 0.00930203375886126
CLEC19A 0 0 1.04146e-10 5.5120929127444e-07 0.669452328953711 0.0198496739874297
CLEC1A 0 0 8.98543e-07 6.58955690393205e-07 0.525659213826376 0.0156528563416507
CLEC1B 0 0 1.11193e-06 5.7616327973111e-07 0.537038997385145 0.0159863015373444
CLEC2A 0 0 1.04146e-10 4.43469634177696e-07 0.723939014045414 0.0214306152425842
CLEC2B 0 0 9.60015e-08 6.64106517514445e-07 0.606085191524393 0.0180046277625704
CLEC2D 0 0 1.04146e-10 6.52140995656895e-07 0.622185910715804 0.0184740866006479
CLEC2L 0 0 1.04146e-10 6.52761343996025e-07 0.62190612187015 0.0184659324528849
CLEC3A 0 0 2.86655e-08 6.33962853940215e-07 0.62715492578837 0.0186188806837908
CLEC3B 0 0 1.59155e-06 3.7164610118605e-07 0.571422027795485 0.0169924062915885
CLEC4A 0 0 4.75723e-08 7.62415979047365e-07 0.56943469990278 0.0169343097911278
CLEC4C 0 0 1.04146e-10 1.17526725268059e-06 0.426238114291976 0.012730024636868
CLEC4D 0 0 1.04146e-10 6.2460774074908e-07 0.634733439136108 0.0188396317188618
CLEC4E 0 0 7.61044e-07 5.45580424319285e-07 0.585134868924818 0.017393093208794
CLEC4F 0 0 3.86604e-09 1.22086409925559e-06 0.412172129935198 0.0123151035516821
CLEC4G 0 0 3.48515e-08 7.94383166821345e-07 0.557701867113047 0.0165911783192995
CLEC4GP1 0 0 1.04146e-10 2.80415200717126e-07 0.815090655130594 0.0240640252187235
CLEC4M 0 0 1.04146e-10 1.16144814880269e-06 0.430506667900156 0.0128558703046467
CLEC5A 0 0 3.93883e-07 4.91189746323563e-07 0.650745243255428 0.0193057057950358
CLEC6A 0 0 5.17599e-08 5.95355549070605e-07 0.642246527727462 0.019058379019321
CLEC7A 0 0 5.40925e-07 6.1774577316174e-07 0.577948232068491 0.0171831416308671
CLEC9A 0 0 3.1477e-07 7.89593441153175e-07 0.531740226337817 0.0158310674891445
CLECL1 0 0 1.04146e-10 3.65584241497925e-07 0.766112186780039 0.0226507806333731
CLGN 0 0 3.35846e-06 1.64718068203062e-06 0.165981405487953 0.00499603282236157
CLHC1 0 0 1.40118e-06 1.64738060065665e-06 0.235317823600504 0.00706830416791433
CLIC1 0 0 1.04146e-10 4.67492510728479e-07 0.711412502515072 0.0210676078253375
CLIC3 0 0 3.183e-06 5.3365991490169e-07 0.382411511098414 0.0114360685589183
CLIC4 0 0 1.48294e-06 4.23904950038849e-07 0.560980313088086 0.016687081919031
CLIC5 0 0 2.87593e-06 1.02485289911982e-06 0.282942384718828 0.00848667551175258
CLIC6 0 0 3.58691e-06 9.44755662923575e-07 0.264385154855959 0.00793447972239489
CLINT1 0 0 3.67841e-06 1.84070556998053e-06 0.136562146414142 0.00411415761267877
CLIP1 0 0 7.88424e-06 3.33462326510476e-06 0.0229042318097217 0.000692398238560007
CLIP2 0 0 8.39806e-06 2.54051007766364e-06 0.0368553862554268 0.00111367396729141
CLIP3 0 0 4.48925e-06 1.4256439029419e-06 0.159575354362562 0.00480413731493197
CLIP4 0 0 3.57857e-06 1.55788891399129e-06 0.170229350165863 0.00512324069302525
CLK1 0 0 2.27804e-06 1.64823781349287e-06 0.200934581744787 0.00604176537685004
CLK2 0 0 3.2183e-06 2.50315434527596e-06 0.0923244907813196 0.00278513785537759
CLK3 0 0 3.35896e-06 2.14710867189705e-06 0.11605588184811 0.00349853425494102
CLK4 0 0 3.61234e-06 1.62675373491663e-06 0.161058020654312 0.00484855768634327
CLLU1 0 0 1.04146e-10 3.3616284237881e-07 0.782684613633305 0.0231294260908715
CLLU1OS 0 0 1.04146e-10 2.31906681600618e-07 0.844395048659981 0.0249076335389691
CLMN 0 0 1.49087e-06 2.26058421366739e-06 0.149346575913347 0.0044975771732659
CLMP 0 0 1.46371e-06 1.31849327703803e-06 0.294721551754532 0.0088368619395214
CLN3 0 0 4.80922e-06 1.26929698836027e-06 0.16889917043183 0.00508341096713206
CLN5 0 0 2.67312e-06 8.5721608879924e-07 0.33110885866421 0.00991707061599014
CLN6 0 0 2.58805e-06 6.10166387619205e-07 0.402040862037836 0.0120160333513679
CLN8 0 0 1.04146e-10 4.77009879489335e-07 0.706510790869791 0.020925487158509
CLNK 0 0 8.99417e-07 1.40938832181008e-06 0.305697836452537 0.00916295666374617
CLNS1A 0 0 1.38466e-06 6.39060476534685e-07 0.488429710337812 0.0145603937474049
CLOCK 0 0 3.32164e-06 2.82232389174573e-06 0.0722765859895914 0.00218167541906519
CLP1 0 0 4.41948e-06 1.18263484365176e-06 0.19241817686228 0.00578717333102982
CLPB 0 0 6.45106e-06 2.19256876748227e-06 0.0656529134458857 0.00198213555256809
CLPP 0 0 4.33201e-06 5.44535659193275e-07 0.309999192666575 0.00929068725508687
CLPS 0 0 7.58235e-07 2.52269774333341e-07 0.724583866875659 0.0214492952309572
CLPSL1 0 0 1.04146e-10 2.73509808834156e-07 0.81919842070132 0.0241823666104095
CLPSL2 0 0 1.04146e-10 1.72798263088737e-07 0.881552608744196 0.0259752222748712
CLPTM1 1 0 7.13278e-06 1.84181312754839e-06 1.56044771137678 0.0450773570453659
CLPTM1L 0 0 5.60007e-06 1.44796401091175e-06 0.129509560626774 0.00390251612193185
CLPX 0 0 4.28425e-06 1.8924213306594e-06 0.118331275785628 0.00356688192666921
CLRN1 0 0 1.41522e-06 8.77014528461235e-07 0.408850782460383 0.0122170789081647
CLRN1-AS1 0 0 1.04146e-10 2.21473543731673e-07 0.850836231129632 0.025092865378765
CLRN2 0 0 1.25231e-06 5.4977061834481e-07 0.533712643684575 0.0158888576158464
CLRN3 0 0 7.3851e-07 3.72356684867523e-07 0.666333945550954 0.0197590389584186
CLSPN 0 0 6.75319e-06 3.49515885200389e-06 0.0247781736109037 0.000749005339298329
CLSTN1 0 0 9.60088e-06 2.3300180465907e-06 0.0350341931187928 0.00105870050699499
CLSTN2 0 0 5.8027e-06 1.92264827922859e-06 0.0889812053659153 0.00268455226366878
CLSTN3 0 1 8.24586e-06 1.87950443213295e-06 5.11002690080023 0.133887097722687
CLTA 0 0 3.59264e-06 7.0020174724303e-07 0.315258068645031 0.00944680706336594
CLTB 0 0 3.30775e-06 6.7137125828949e-07 0.338506087957482 0.0101363799163549
CLTC 2 3 1.74427e-05 4.1991313353424e-06 588754.345749976 0.999943856373998
CLTCL1 0 0 1.58756e-05 3.77536076480666e-06 0.00460158416184832 0.000139183563509141
CLU 0 1 3.0286e-06 1.06993531043224e-06 22.6770492939983 0.406882113120699
CLUAP1 0 0 3.20224e-06 1.26186455262045e-06 0.225086069051379 0.00676304874467278
CLUH 1 0 1.98399e-05 3.11436767123935e-06 0.0739139790898462 0.00223099001455088
CLUHP3 0 0 1.04146e-10 3.67604515354458e-07 0.764987360939179 0.0226182763719754
CLUL1 0 0 9.8757e-07 9.32731279473725e-07 0.42425073273906 0.0126714216266603
CLVS1 0 0 2.36062e-06 7.8082750399921e-07 0.36996409686621 0.011067946883855
CLVS2 0 0 1.84642e-06 6.88839725826325e-07 0.433569059448836 0.0129461360911359
CLYBL 0 0 2.50091e-06 1.12245150179224e-06 0.281880571183221 0.00845509637662516
CMA1 0 0 7.26007e-07 4.90181914464083e-07 0.613039132898389 0.0182074433053747
CMAHP 0 0 1.04146e-10 5.5675736626787e-07 0.666761924345825 0.0197714790467841
CMAS 0 0 2.86915e-06 1.48218353933683e-06 0.203766092551253 0.00612638255820305
CMBL 0 0 1.17122e-06 7.8688816142639e-07 0.456054238771247 0.0136083946942706
CMC1 0 0 4.91656e-07 2.46530254987295e-07 0.763749701658703 0.0225825090474028
CMC2 0 0 1.04146e-10 2.89869223651302e-07 0.809500674613345 0.0239029363021707
CMIP 0 0 8.94679e-07 2.02150392261465e-06 0.197280010637446 0.00593253046886532
CMKLR1 0 0 2.02519e-06 4.34888967488843e-07 0.504876297116187 0.0150433012636997
CMPK1 0 0 1.31765e-06 5.7596227875399e-07 0.517523310100034 0.0154143232524641
CMPK2 0 0 2.27154e-06 7.48600635933075e-07 0.384770694318283 0.0115058085015648
CMSS1 0 0 1.3829e-06 8.71176854025755e-07 0.412980239723836 0.0123389507706534
CMTM1 0 0 5.78352e-08 4.88367906929162e-07 0.693343060876764 0.0205434964098438
CMTM2 0 0 1.04146e-10 4.43426938181876e-07 0.723961475596429 0.0214312659170058
CMTM3 0 0 8.37421e-07 4.24639561314673e-07 0.630069209429298 0.0187037812672781
CMTM4 0 0 3.6331e-07 6.09545509571015e-07 0.600512021878921 0.0178420226915565
CMTM5 0 0 3.27401e-07 4.66206998830873e-07 0.670743433684655 0.0198871947155254
CMTM6 0 0 6.15234e-07 4.03114104350319e-07 0.666356840731181 0.0197597044621535
CMTM7 0 0 8.16753e-07 3.65137010474379e-07 0.660396710942956 0.0195864283816115
CMTM8 0 0 7.32468e-07 4.65297825842316e-07 0.62348933799537 0.0185120718141064
CMYA5 0 0 1.67294e-06 5.8697734373669e-06 0.0115712009321487 0.000349918958811361
CNBD1 0 0 2.14586e-07 1.13383433805719e-06 0.422279513546588 0.0126132883318857
CNBD2 0 0 1.39217e-06 1.56362503864212e-06 0.250304046032813 0.0075150664534289
CNBP 0 0 1.66533e-06 6.1391377980502e-07 0.472907953271261 0.0141042067090591
CNDP1 0 0 5.12835e-06 1.41636047521965e-06 0.143745724168863 0.00432963761326282
CNDP2 0 0 5.68326e-06 1.26057363658175e-06 0.146096588920355 0.00440013436171203
CNEP1R1 0 0 4.22209e-07 6.73302829702305e-07 0.567258397274871 0.0168706810243134
CNFN 0 0 7.06233e-07 3.91708494329085e-07 0.660885612128182 0.0196006442847122
CNGA1 0 0 3.34938e-06 2.01272849337955e-06 0.127961790252913 0.00385605694581204
CNGA3 0 0 7.12309e-06 1.34373980917733e-06 0.107561366957234 0.00324329543843437
CNGA4 0 0 5.75142e-06 1.2524802551383e-06 0.145235365411434 0.00437430951021887
CNGB1 0 0 8.2972e-06 3.00567446811703e-06 0.0269538965033493 0.0008147204479879
CNGB3 0 0 4.02622e-06 2.20901343440721e-06 0.0987412997580364 0.00297813619299699
CNIH 0 0 1.1135e-06 5.80052954703965e-07 0.535373326605842 0.0159375089304221
CNIH2 0 0 7.91992e-07 5.5312667773377e-07 0.57867895319514 0.0172044931340912
CNIH3 0 0 2.54947e-07 6.32755123706405e-07 0.602276257945393 0.0178935025876497
CNIH4 0 0 8.5698e-07 7.77054726179225e-07 0.486199933571907 0.0144948862038863
CNKSR1 0 0 3.21737e-06 2.54382584349702e-06 0.0897082968669499 0.00270642915786185
CNKSR3 0 0 2.95037e-06 1.71532068345827e-06 0.169901577831874 0.00511342646414532
CNN1 0 0 1.73808e-06 7.28874983002025e-07 0.429443782396992 0.0128245372716756
CNN2 0 0 2.54644e-08 7.84214333048855e-07 0.562788747492492 0.0167399756157641
CNN3 0 0 2.20661e-06 7.0162617930067e-07 0.402736144342652 0.0120365635418209
CNNM1 0 0 6.72845e-06 1.79573280646463e-06 0.0831525752739121 0.00250914442554276
CNNM2 0 0 8.56889e-06 1.58323378985647e-06 0.0709635512731743 0.00214212624615032
CNNM3 0 0 5.75027e-06 1.75010616826775e-06 0.101594692461912 0.00306393368030607
CNNM4 0 0 7.97492e-06 1.17916377119358e-06 0.104855131028098 0.0031619523870405
CNOT1 2 1 2.29621e-05 6.44576730871335e-06 6.85559062017892 0.171766576989601
CNOT10 0 0 3.6013e-06 2.10004932991344e-06 0.114999646572333 0.0034668041569986
CNOT11 0 0 3.01626e-06 1.1254590235787e-06 0.256656938388994 0.00770433460746433
CNOT2 0 1 2.37287e-06 1.95328179800388e-06 13.3837544910995 0.288191970714262
CNOT3 2 2 6.53953e-06 2.11370156523541e-06 226220.091052931 0.999853895249414
CNOT4 0 0 3.48076e-06 1.94668454045465e-06 0.131074172306892 0.00394947641645098
CNOT6 0 0 4.2233e-06 1.31423384898677e-06 0.181118184318571 0.00544916645337544
CNOT6L 0 0 4.46998e-06 1.3040039597449e-06 0.174759047836388 0.00525885003823957
CNOT7 0 0 2.30901e-06 9.42053731926535e-07 0.332280784473207 0.0099518217557569
CNOT8 0 0 2.65891e-06 9.01674784468885e-07 0.321442161833376 0.0096303307782726
CNP 0 0 2.72125e-06 9.5388671763167e-07 0.30612294058983 0.00917558177750968
CNPPD1 0 0 1.3667e-06 1.17764699837358e-06 0.331952827664447 0.00994209709167776
CNPY1 0 0 1.04146e-10 2.34884434789592e-07 0.842565744047516 0.0248550146092046
CNPY2 0 0 1.52613e-06 7.28175644048575e-07 0.446354649501752 0.0133228205866397
CNPY3 0 0 1.81115e-06 7.33638837749875e-07 0.422385781042679 0.0126164224449396
CNPY4 0 0 1.64586e-06 9.3220013172544e-07 0.37687836505127 0.0112724643182795
CNR1 0 0 1.83421e-06 6.77948549971935e-07 0.437963738968924 0.0130756430075754
CNR2 0 0 1.53178e-06 6.62284644906615e-07 0.467710501220396 0.0139513583160961
CNRIP1 0 0 3.20064e-08 4.53130691642009e-07 0.714689984763167 0.02116261242438
CNST 0 0 2.63063e-06 1.60243564282678e-06 0.194998488078684 0.0058643237243248
CNTD1 0 0 1.04146e-10 9.3455986970195e-07 0.507134873687089 0.0151095810199168
CNTD2 0 0 1.92979e-07 5.8490440450521e-07 0.63064402354945 0.0187205253476872
CNTF 0 0 1.04146e-10 3.48584819733411e-07 0.775643663880207 0.022926126405687
CNTFR 0 0 1.04146e-10 1.01423106280595e-06 0.478764580756226 0.0142763835793805
CNTLN 0 0 1.04146e-10 3.93098624462368e-06 0.0601364779097353 0.00181589056978256
CNTN1 0 0 8.17798e-06 3.27951329497405e-06 0.0226633522745993 0.000685121404325504
CNTN2 0 0 7.93605e-06 2.95326119915279e-06 0.0297231259164875 0.000898349210870187
CNTN3 0 0 6.62432e-06 2.6252433589229e-06 0.0468453855121178 0.00141511859147903
CNTN4 0 0 7.67551e-06 3.34783056258561e-06 0.0235052825448251 0.000710555178486439
CNTN4-AS2 0 0 1.04146e-10 9.2909079208924e-08 0.934426063426612 0.0274903270078872
CNTN5 0 0 7.48156e-06 3.24023449309806e-06 0.0262031612870315 0.000792046365041366
CNTN6 0 0 7.15995e-06 2.64867651618109e-06 0.0420575495980291 0.00127067007644674
CNTNAP1 0 0 8.39473e-06 4.60478766048833e-06 0.00863756679038724 0.000261227555782814
CNTNAP2 0 0 7.29567e-06 3.28511682660839e-06 0.0261985739528304 0.000791907812901172
CNTNAP3 0 0 1.04146e-10 3.79015804932912e-06 0.0663761201632176 0.0020039262249919
CNTNAP3B 0 0 1.04146e-10 3.4299232318136e-06 0.0855002157380364 0.00257980215877353
CNTNAP4 0 0 8.05167e-08 2.89508461621344e-06 0.122910677158088 0.00370440833627651
CNTNAP5 0 0 6.8569e-06 3.59374927489657e-06 0.0227133979157431 0.000686633263502272
CNTRL 0 0 1.04146e-10 6.90268924233495e-06 0.00773929919234254 0.000234067438782474
CNTROB 0 0 1.04146e-10 2.86015657303053e-06 0.127856140095501 0.00385288550390083
COA1 0 0 1.56041e-07 5.0171670936334e-07 0.674435421757171 0.0199944715404273
COA3 0 0 1.05523e-06 4.22372339081021e-07 0.606689944910857 0.0180222690559306
COA4 0 0 1.04146e-10 2.20359324716224e-07 0.851527064820261 0.025112727800138
COA5 0 0 1.04146e-10 2.07990993839416e-07 0.859233963923296 0.0253342569131434
COA6 0 0 4.51512e-07 3.03830148429561e-07 0.737920658519527 0.021835473331643
COASY 0 0 4.45664e-06 1.51051973951493e-06 0.150987883700996 0.0045467804742317
COBL 0 0 3.14883e-06 2.2938682583383e-06 0.108479483132309 0.00327088882339143
COBLL1 0 0 4.10577e-06 2.23392861739036e-06 0.0956594387851394 0.00288545239742734
COCH 0 1 3.16369e-06 1.3727767939182e-06 17.7432222095642 0.349276839572199
COG1 0 0 6.04382e-06 2.28693179306659e-06 0.0658174556488058 0.00198709339606269
COG2 0 0 4.75174e-06 2.15135148326321e-06 0.0906413766351028 0.00273450246769978
COG3 0 0 5.53739e-06 2.24379522583767e-06 0.0740555193567126 0.00223525265998251
COG4 0 0 7.27785e-06 2.0033810177228e-06 0.0652800949556081 0.00197090192568458
COG5 0 0 4.52996e-06 2.49058936499008e-06 0.0739872754710374 0.00223319742262581
COG6 0 0 4.86549e-06 1.99607327674044e-06 0.0992883696016103 0.00299458695452148
COG7 1 0 3.41473e-06 2.15692838544779e-06 2.45950414713242 0.0692502759199451
COG8 0 0 5.62835e-06 1.09770393192682e-06 0.165863071332587 0.00499248875212958
COIL 0 0 2.37243e-06 1.2523157079462e-06 0.262635706658768 0.00788239076871399
COL10A1 0 0 4.56562e-06 9.98721461842e-07 0.214197351485782 0.00643798718656405
COL11A1 1 0 1.77128e-05 5.7861650456601e-06 0.0161591766983189 0.000488593873742625
COL11A2 0 0 1.70013e-05 7.0886235168209e-06 0.000393052701078191 1.18901313988773e-05
COL12A1 0 0 1.57611e-05 8.05525941168565e-06 0.000248095531965293 7.50510402789565e-06
COL13A1 0 0 7.17531e-06 2.65454711351249e-06 0.0417735850109666 0.00126210158140105
COL14A1 0 0 1.25848e-05 5.5792583941633e-06 0.002211197145699 6.68866505306735e-05
COL15A1 0 0 7.86048e-06 3.51016461178909e-06 0.0203221426586574 0.000614389267604959
COL16A1 0 0 1.13222e-05 6.1549390298645e-06 0.00182676904964956 5.52587018913183e-05
COL17A1 0 0 8.78122e-06 5.52129624605895e-06 0.00429249353592456 0.000129835750305476
COL18A1 0 1 1.00747e-05 4.22290277476507e-06 0.701943619246535 0.0207930290325696
COL18A1-AS1 0 0 1.04146e-10 1.17873148066244e-07 0.917567029638806 0.027007738439831
COL18A1-AS2 0 0 1.04146e-10 1.39362088945303e-07 0.903302207399284 0.0265990347527381
COL19A1 0 0 1.04146e-10 4.11996548212391e-06 0.0526869365434816 0.00159130100320497
COL1A1 0 1 1.95898e-05 5.068934771328e-06 0.086315136113418 0.0026043267539756
COL1A2 0 0 1.72748e-05 3.79611042399756e-06 0.00365153701553251 0.000110450775481171
COL20A1 0 0 4.32502e-06 3.66051638827424e-06 0.0335430917520363 0.00101368649648432
COL21A1 0 0 5.17741e-06 3.19765989263245e-06 0.0400616812215823 0.00121044259160595
COL22A1 0 0 3.67235e-06 5.94933049467405e-06 0.00767749554145289 0.000232198682597457
COL23A1 0 1 3.18092e-06 2.21695872339899e-06 9.57776547632993 0.224648636240492
COL24A1 0 0 8.01124e-07 5.28001361840175e-06 0.0203318336140511 0.000614682069365971
COL25A1 0 0 4.26497e-06 3.03229716976959e-06 0.0527766714040609 0.00159400694070139
COL27A1 0 0 1.04146e-10 5.45834225913295e-06 0.0208026050984891 0.000628905715215286
COL28A1 0 0 1.04146e-10 3.08625547190628e-06 0.108955728220844 0.00328520145825258
COL2A1 3 0 1.93065e-05 5.07577164862385e-06 8.24184192399567 0.199567577435676
COL3A1 1 1 1.396e-05 5.10635013549915e-06 3.91292713373339 0.105841786916616
COL4A1 2 0 1.98576e-05 4.61291922008667e-06 0.502783482564049 0.0149818779647447
COL4A2 0 0 1.90045e-05 4.50550251421165e-06 0.00170802279663474 5.16668823499058e-05
COL4A2-AS1 0 0 1.04146e-10 8.9205695940714e-08 0.936953715059774 0.0275626395811945
COL4A3 0 0 1.39099e-05 4.58534809294264e-06 0.00356002804348147 0.00010768313311452
COL4A3BP 4 0 4.73721e-06 2.30956120436964e-06 22577.8955506766 0.998538024431333
COL4A4 0 0 1.04146e-10 3.68564188230826e-06 0.0714284622296587 0.00215612992351401
COL5A1 0 0 1.04146e-10 5.7319636163939e-06 0.0172299900691326 0.000520954451451387
COL5A2 0 0 1.45665e-05 4.74315753521858e-06 0.00287512931135701 8.6968232457577e-05
COL5A3 0 0 1.00817e-05 5.51417032514735e-06 0.00347639432386981 0.000105153660356395
COL6A1 0 0 7.31263e-06 3.56046791229599e-06 0.0215188725260471 0.000650545871760356
COL6A2 0 0 1.12754e-05 2.87892887293289e-06 0.0180181762581303 0.000544772539187954
COL6A3 0 0 1.96137e-05 6.4937321614699e-06 0.000395657950553426 1.19689411557965e-05
COL6A4P1 0 0 1.04146e-10 1.83439744751237e-07 0.874742597266177 0.0257797361038322
COL6A4P2 0 0 1.04146e-10 1.0343626186999e-06 0.471854310907201 0.0140732246746769
COL6A5 0 0 4.81132e-07 6.0237078113441e-06 0.0129165078445357 0.000390585829015388
COL6A6 0 0 6.48044e-06 5.02067865069035e-06 0.00894851467592874 0.000270629066113963
COL7A1 0 1 1.23055e-05 1.13310030626676e-05 0.00377936706586832 0.000114316904756916
COL8A1 0 0 5.01754e-06 1.04502970861576e-06 0.191491999906784 0.0057594780468892
COL8A2 0 0 5.92664e-06 8.11829029839095e-07 0.193719623818197 0.00582608763163318
COL9A1 1 0 9.72739e-06 3.31916834868947e-06 0.344990903350536 0.0103285585279366
COL9A2 0 0 7.53225e-06 2.66895443758615e-06 0.0389221379579006 0.00117605238456846
COL9A3 0 0 7.11517e-06 3.24847716676673e-06 0.0277205913195536 0.00083787548873966
COLEC10 0 0 1.34594e-06 5.54405981426055e-07 0.523006938502481 0.015575108111862
COLEC11 0 0 2.42749e-06 8.5493844157528e-07 0.346484435993559 0.0103728090510905
COLEC12 0 0 1.80135e-06 1.33369354063947e-06 0.274340232018503 0.00823078312823622
COLGALT1 0 0 9.06594e-06 1.43800900938916e-06 0.0724955706874603 0.00218827102775024
COLGALT2 0 0 6.29965e-06 1.7649500571672e-06 0.0914693613129186 0.00275941248750053
COLQ 0 0 3.57422e-06 1.79308848378859e-06 0.143915341676038 0.00433472436626466
COMMD1 0 0 9.11e-07 3.01050976827746e-07 0.68019286938054 0.0201617168543302
COMMD10 0 0 1.50783e-06 5.24545283420715e-07 0.519098575008927 0.0154605167964175
COMMD2 0 0 1.59988e-06 4.76313773218756e-07 0.528769981270088 0.0157440290637332
COMMD3 0 0 1.14819e-06 7.0332142898127e-07 0.48653319398231 0.0145046774554097
COMMD3-BMI1 0 0 2.43169e-06 1.52243590096126e-06 0.213977846178401 0.00643143209321433
COMMD4 0 0 1.37041e-06 5.0429138576997e-07 0.539997780197712 0.016072961432564
COMMD5 0 0 1.09637e-06 4.82985550909193e-07 0.576245013712094 0.0171333703807295
COMMD6 0 0 1.04146e-10 2.98877920369792e-07 0.804210203688085 0.0237504294957009
COMMD7 0 0 4.9297e-07 7.91477859681825e-07 0.514048191983556 0.0153124025085859
COMMD8 0 0 9.03718e-07 6.53604782558045e-07 0.527207749315082 0.015698244100721
COMMD9 0 0 1.71419e-06 5.00071480086525e-07 0.509151650999101 0.0151687574429177
COMP 0 0 1.04146e-10 2.11882122163796e-06 0.216602061213754 0.00650979343909083
COMT 0 0 2.79617e-06 5.6557377738327e-07 0.400174644170224 0.0119609237342526
COMTD1 0 0 2.81484e-06 9.8015691649181e-07 0.295413117621594 0.00885741402329724
COPA 0 0 1.33618e-05 3.70990718267759e-06 0.0071629497203679 0.000216640096119849
COPB1 0 0 1.04955e-05 2.6758140275961e-06 0.0236398726075114 0.000714620874102662
COPB2 0 1 6.02535e-06 2.54966121136431e-06 4.58769645597837 0.121869436019377
COPE 0 0 4.08883e-06 9.2360583593434e-07 0.245799811916487 0.00738083058733959
COPG1 0 0 1.00193e-05 2.00731692931547e-06 0.0411573697745129 0.00124350707685604
COPRS 0 0 1.04146e-10 4.09562706611941e-07 0.74200141475335 0.0219535741929309
COPS2 0 0 3.19215e-06 1.63471652216008e-06 0.172467600357268 0.00519025368062949
COPS3 0 0 2.3525e-06 1.47794239320727e-06 0.224072400454039 0.00673279661248752
COPS4 0 0 3.85495e-06 1.24146799715148e-06 0.203595422319521 0.00612128263819655
COPS5 0 0 3.0004e-06 1.05099188363468e-06 0.271590001269232 0.00814894282100228
COPS6 0 0 3.67428e-06 9.7983410602064e-07 0.25383243360518 0.00762019463615198
COPS7A 0 0 2.20441e-06 9.4478128346636e-07 0.337881314993652 0.0101178607210429
COPS7B 0 0 2.3715e-06 8.52286581390745e-07 0.350634176786786 0.0104957371858134
COPS8 0 0 6.43473e-07 6.28003072058745e-07 0.563065162282976 0.0167480597870241
COPZ1 0 0 1.59726e-06 7.5816924034935e-07 0.431206203251552 0.0128764909741547
COQ10A 0 0 1.90686e-06 9.0773976147111e-07 0.366039839086157 0.0109518334533105
COQ10B 0 0 1.37047e-06 7.01732317346715e-07 0.467931759046958 0.0139578661054455
COQ2 0 0 3.1407e-06 1.02404028793637e-06 0.270130972899428 0.0081055201330946
COQ3 0 0 1.65556e-06 7.2157607209359e-07 0.43817074812004 0.0130817425271289
COQ4 0 0 4.28556e-06 7.83503779552675e-07 0.262813795987655 0.00788769354035419
COQ5 0 0 3.44074e-06 8.0275918367887e-07 0.300631844571392 0.00901247764754724
COQ6 0 0 3.72627e-06 1.36659178041103e-06 0.190310804153966 0.0057241547478505
COQ7 0 0 3.03882e-06 5.5219010383225e-07 0.387056371387788 0.011573366140822
COQ9 0 0 2.77306e-06 1.0049440734539e-06 0.29233165307423 0.00876583192096979
CORIN 0 0 6.91562e-06 2.39470202061002e-06 0.0525153030975956 0.00158612538873215
CORO1A 0 0 5.24683e-06 1.0844580517759e-06 0.178866790445913 0.00538179500215844
CORO1B 0 0 2.89629e-06 1.23688557743281e-06 0.241936905325929 0.00726567873349253
CORO1C 0 0 5.06929e-06 1.32154140390891e-06 0.155479319685678 0.00468140036144992
CORO2A 0 0 5.48988e-06 1.56147599893898e-06 0.12165790002428 0.00366678929994686
CORO2B 1 0 4.50079e-06 1.3153218795859e-06 3.67582950652448 0.100070253455115
CORO6 0 0 6.21229e-06 1.04088332827528e-06 0.15630112429859 0.00470602801872009
CORO7 0 0 3.13157e-06 3.03575986144815e-06 0.0642661215564089 0.00194034798036189
CORO7-PAM16 0 0 3.13157e-06 3.37580796780071e-06 0.0505535164042406 0.0015269638084466
CORT 0 0 7.75041e-08 2.60045806862119e-07 0.815635971390187 0.0240797369897911
COTL1 0 0 1.19746e-06 2.98237326275966e-07 0.647156074008398 0.0192012702075806
COX10 0 0 3.16864e-06 7.99366682808735e-07 0.316212333917755 0.00947513098200843
COX10-AS1 0 0 1.04146e-10 9.27822279269795e-08 0.934512528044952 0.0274928008171782
COX11 0 0 1.68761e-06 7.9920466880278e-07 0.411836762617375 0.0123052065658767
