Gene dn_damaging_EPI dn_lof_EPI mut_damaging mut_lof BF PP
GSS 0 0 4.38215e-06 1.59791229047348e-06 0.795417937423324 0.0123585009255554
GSTA1 0 0 8.92887e-07 4.66193718815664e-07 0.948270455671438 0.0146984810273705
GSTA2 0 0 1.14547e-06 4.88498042757181e-07 0.938819256924296 0.014554116693329
GSTA3 0 0 1.04083e-06 5.5556658928182e-07 0.939444361774294 0.0145636662960139
GSTA4 0 0 1.3883e-06 6.06619453282495e-07 0.925728718515603 0.0143540926067897
GSTA5 0 0 8.67507e-07 4.90646153131922e-07 0.94806932715709 0.0146954092878298
GSTCD 0 0 4.04951e-06 1.63159646954802e-06 0.803637247741254 0.0124846109655957
GSTK1 0 0 2.72581e-06 5.90698047872785e-07 0.88333339481797 0.0137057322217121
GSTM1 0 0 1.04146e-10 5.3916332607914e-07 0.975676038899427 0.0151168543561474
GSTM2 0 0 1.04146e-10 7.41729751278175e-07 0.966695401055285 0.0149797951817343
GSTM3 0 0 2.12532e-06 9.3422594830155e-07 0.888369958473364 0.0137828020678281
GSTM4 0 0 1.73685e-07 5.742544663143e-07 0.968103949570045 0.0150012944506824
GSTM5 0 0 1.04146e-10 6.27142051528865e-07 0.971765161258467 0.0150571726761556
GSTO1 0 0 1.98921e-06 5.4168600374987e-07 0.908823266783326 0.0140956562756268
GSTO2 0 0 2.10781e-06 6.51325889583225e-07 0.900476518606869 0.0139680082268005
GSTP1 0 0 1.04146e-10 7.31099002580545e-07 0.967164605498366 0.0149869569509177
GSTT2 0 0 9.71867e-07 1.59352333684151e-06 0.898189591015682 0.0139330281372962
GSTT2B 0 0 9.71867e-07 7.97198987000495e-07 0.93142467147147 0.0144411370333325
GSTTP1 0 0 1.04146e-10 1.40253875968921e-07 0.993610929439961 0.0153904559109286
GSTZ1 0 0 1.88979e-06 9.36699512720885e-07 0.895747771379584 0.0138956761303831
GSX1 0 0 2.81824e-06 3.95538211013052e-07 0.888313929208972 0.0137819447703911
GSX2 0 0 2.74202e-06 4.86022714379631e-07 0.887053199454679 0.0137626540929302
GTDC1 0 0 3.70667e-06 1.22569248068663e-06 0.828690791218553 0.0128688124061973
GTDC2 0 0 3.04609e-06 9.3885418881667e-07 0.859559487259198 0.0133417795588058
GTF2A1 0 0 1.43761e-06 1.19163064825426e-06 0.899757770905336 0.01395701476665
GTF2A1L 0 0 1.83814e-06 9.501549902067e-07 0.89684537293746 0.0139124662631475
GTF2A2 0 0 7.35168e-07 3.06135770340067e-07 0.960609456363588 0.0148868920569047
GTF2B 0 0 2.55255e-06 1.0384791970182e-06 0.870813849464934 0.013514105076041
GTF2E1 0 0 3.37014e-06 9.3230813842443e-07 0.849966473816386 0.0131948448876983
GTF2E2 0 0 1.84472e-06 1.12986594665201e-06 0.889312197453789 0.0137972189366044
GTF2F1 0 0 4.36736e-06 1.26606215572563e-06 0.807975095197692 0.0125511541895744
GTF2F2 0 0 8.53428e-07 1.01470174742335e-06 0.926124386515505 0.0143601396238388
GTF2H1 0 0 2.70404e-06 1.81603533349827e-06 0.8359498572692 0.0129800758824895
GTF2H2 0 0 3.22925e-06 1.4197161331327e-06 0.83544661906059 0.0129723632981858
GTF2H2B 0 0 1.04146e-10 7.4515219147651e-07 0.966544395785137 0.0149774902690253
GTF2H2C 0 0 3.29491e-06 1.42098427339861e-06 0.833450339646042 0.012941767308874
GTF2H3 0 0 1.93543e-06 1.06673036905122e-06 0.889002660176901 0.0137924828615851
GTF2H4 0 0 1.04146e-10 1.47602801317735e-06 0.934841314936117 0.0144933421265821
GTF2H5 0 0 1.04146e-10 2.38073286205478e-07 0.989182113592074 0.0153229072751522
GTF2I 0 0 1.68394e-06 3.64308690916107e-06 0.797612473237471 0.0123921751505198
GTF2IP1 0 0 1.04146e-10 2.30937889373326e-06 0.899983947908411 0.0139604742377041
GTF2IRD1 0 0 4.1954e-06 2.80535347089391e-06 0.757829591538085 0.0117813669166555
GTF2IRD1P1 0 0 1.04146e-10 5.78361801112555e-07 0.973931588838415 0.015090234189231
GTF2IRD2 0 0 1.04146e-10 2.00094350913676e-06 0.912728019115637 0.014155360881546
GTF2IRD2B 0 0 1.04146e-10 2.00428438382753e-06 0.912588998235379 0.0141532353428654
GTF2IRD2P1 0 0 1.04146e-10 5.43999704056165e-07 0.975460633358045 0.0151135673628714
GTF3A 0 0 1.04146e-10 8.4084451609411e-07 0.962331971934318 0.0149131883688473
GTF3C1 0 0 1.40587e-05 5.4141785597179e-06 0.474794656797568 0.00741387241527421
GTF3C2 0 0 1.34212e-06 3.61217602020032e-06 0.808517520134247 0.0125594744378244
GTF3C3 0 0 4.06839e-06 2.47873267728719e-06 0.772671770659031 0.0120093353065367
GTF3C4 0 0 1.04146e-10 1.31079359928534e-06 0.941914651122242 0.014601402605094
GTF3C5 0 0 5.84972e-06 1.55155587106194e-06 0.756642081364451 0.0117631228135761
GTF3C6 0 0 6.41163e-07 5.2224797182275e-07 0.954369014467353 0.0147916123031011
GTPBP1 0 0 8.13878e-06 1.64419299175151e-06 0.694748887570433 0.0108113042333768
GTPBP10 0 0 3.22483e-06 9.00031848414275e-07 0.855628394214553 0.0132815729196825
GTPBP2 0 0 7.31404e-06 1.7500471791918e-06 0.711893981977038 0.0110751519856159
GTPBP3 0 0 7.81853e-06 1.44287932889828e-06 0.709153037750219 0.0110329807447184
GTPBP4 0 0 5.74654e-06 2.03214848906424e-06 0.742953928143495 0.0115527786419287
GTPBP5 0 0 5.28601e-06 9.08274396354005e-07 0.794920076472752 0.012350861140018
GTPBP8 0 0 1.95674e-06 6.64719297644585e-07 0.904778146899345 0.0140337977892114
GTSE1 0 0 1.70791e-06 1.22509120117612e-06 0.889779828767203 0.0138043738431161
GTSF1 0 0 6.3911e-07 7.47057644760915e-07 0.944693900206731 0.0146438551494338
GTSF1L 0 0 3.94845e-07 3.02395186700922e-07 0.972497897863326 0.015068355103492
GUCA1A 0 0 1.58766e-06 6.011483368185e-07 0.919409530191285 0.0142575060277844
GUCA1B 0 0 1.29717e-06 5.7630459837939e-07 0.9300243686583 0.0144197393079311
GUCA1C 0 0 4.95646e-07 3.46771148838348e-07 0.967048479768041 0.0149851844589073
GUCA2A 0 0 4.93987e-07 2.07739591352213e-07 0.973265204802366 0.0150800648428553
GUCA2B 0 0 5.31251e-07 2.36295805002924e-07 0.970706709346694 0.0150410189996287
GUCD1 0 0 2.00032e-06 6.0130393657849e-07 0.905994711912137 0.0140524024719089
GUCY1A2 0 0 1.04146e-10 1.73185873563092e-06 0.923996414952007 0.014327616837118
GUCY1A3 0 0 4.56352e-06 2.08611779800469e-06 0.772910744739023 0.0120130049675782
GUCY1B2 0 0 1.04146e-10 7.2054360440341e-07 0.967630713970377 0.0149940713611909
GUCY1B3 0 0 6.74044e-06 1.58416142774058e-06 0.732028963580569 0.0113848317870469
GUCY2C 0 0 6.57551e-06 3.06505557853373e-06 0.688258973647064 0.0107113934940358
GUCY2D 0 0 1.02408e-05 2.63121226680868e-06 0.616594924704797 0.00960679846729594
GUCY2EP 0 0 1.04146e-10 1.03763462831042e-06 0.953727903141253 0.0147818227007825
GUCY2GP 0 0 1.04146e-10 9.44119600044655e-07 0.957806749148893 0.0148441022945129
GUF1 0 0 5.30701e-06 2.12574746744684e-06 0.751418109086979 0.0116828572365805
GUK1 0 0 2.13347e-06 8.19155959184245e-07 0.892788800786073 0.0138504095804932
GULP1 0 0 1.42722e-06 9.9734239418427e-07 0.908106124650195 0.0140846902132152
GUSB 0 0 7.715e-06 2.08278844341384e-06 0.69128691985472 0.0107580105442331
GUSBP1 0 0 1.04146e-10 4.08348286913853e-07 0.981520792317917 0.0152060343343335
GUSBP10 0 0 1.04146e-10 1.38500897835434e-07 0.993690480415627 0.0153916691437248
GUSBP11 0 0 1.04146e-10 4.5197676556834e-07 0.979567535599042 0.0151762330960114
GUSBP2 0 0 1.04146e-10 3.61765131540929e-07 0.983610714591005 0.0152379187098017
GUSBP3 0 0 1.04146e-10 2.24897250101039e-07 0.989777489365857 0.0153319885309102
GUSBP4 0 0 1.04146e-10 2.78167673479402e-07 0.987372643440016 0.0152953064319261
GUSBP9 0 0 1.04146e-10 2.68932390528355e-07 0.987789134792558 0.0153016595406348
GXYLT1 0 0 2.87816e-06 1.36680059857938e-06 0.847987125692847 0.0131645220786004
GXYLT2 0 0 3.05555e-06 1.08549892827075e-06 0.853539247586529 0.0132495736130733
GYG1 0 0 3.22471e-06 1.04764503203091e-06 0.849887426423133 0.0131936339494724
GYLTL1B 0 0 8.51419e-06 1.93094494575427e-06 0.676671906304062 0.0105329630512892
GYPA 0 0 1.04146e-10 5.0502590395743e-07 0.977197852121258 0.015140075927699
GYPB 0 0 1.04146e-10 3.58507785321721e-07 0.983757022878882 0.0152401507482063
GYPC 0 0 1.04146e-10 2.97610944245359e-07 0.986496379036218 0.0152819397330331
GYPE 0 0 1.04146e-10 3.32249029178369e-07 0.984937282586558 0.0152581560908638
GYS1 0 0 1.18129e-05 2.19415148565021e-06 0.595037055628141 0.00927403310770995
GYS2 0 0 6.81396e-06 2.20489221153609e-06 0.709747841933809 0.0110421325062871
GZF1 0 0 2.80689e-06 1.12308679810085e-06 0.859645301151328 0.0133430937591686
GZMA 0 0 1.35345e-06 6.9517026624596e-07 0.923139249645657 0.0143145157716122
GZMB 0 0 5.6169e-08 9.2339526942288e-07 0.956798415529381 0.0148287068567798
GZMH 0 0 1.04146e-10 4.59183516712581e-07 0.979245269349858 0.0151713160404176
GZMK 0 0 1.05541e-06 6.02951181640165e-07 0.936927555217217 0.0145252164143382
GZMM 0 0 1.04146e-10 5.1955665728857e-07 0.976549789593626 0.0151301871802406
H19 0 0 1.04146e-10 1.8446173079842e-07 0.991606901374659 0.0153598914706622
H1F0 0 0 1.30864e-06 1.30833558914362e-07 0.948748007364381 0.014705774369099
H1FNT 0 0 1.04146e-10 6.2270705478739e-07 0.971961925035611 0.0150601755490823
H1FOO 0 0 6.07627e-07 3.97183081655483e-07 0.960982022507769 0.0148925798548403
H1FX 0 0 1.04146e-10 1.88669228465945e-07 0.991416382229623 0.0153569856685548
H1FX-AS1 0 0 1.04146e-10 3.05192752099183e-07 0.98615489895312 0.0152767306345755
H2AFJ 0 0 1.04146e-10 4.116127394499e-07 0.981374504695254 0.0152038024565562
H2AFV 0 0 1.04146e-10 3.04047099934828e-07 0.986206490709361 0.0152775176431246
H2AFX 0 0 4.03215e-06 2.12923583745905e-07 0.857919982881406 0.0133166706295082
H2AFY 0 0 4.45049e-06 8.3549781362085e-07 0.8215778411553 0.0127597641904409
H2AFY2 0 0 2.90592e-06 7.6622231728046e-07 0.870688327057342 0.0135121834231194
H2AFZ 0 0 5.91565e-07 3.65507287032858e-07 0.962923982937697 0.0149222258184383
H3F3A 0 0 1.04146e-10 3.21947074700265e-07 0.985400721669188 0.0152652258628428
H3F3B 0 0 1.04146e-10 4.23039569182834e-07 0.980862617260643 0.0151959926239913
H3F3C 0 0 1.04146e-10 2.90520677862972e-07 0.986815829478017 0.0152868127310457
H6PD 0 0 7.03093e-06 1.39527276129281e-06 0.730801272875105 0.0113659552257268
HAAO 0 0 2.58431e-06 1.25341179989917e-06 0.861341537006052 0.0133690701140655
HABP2 0 0 3.14944e-06 1.30999744555065e-06 0.84202493396659 0.0130731724616697
HABP4 0 0 2.79896e-06 1.0485592693878e-06 0.862817112841655 0.0133916661430994
HACE1 0 0 4.5609e-06 2.52478340071992e-06 0.757680152309442 0.011779071070478
HACL1 0 0 6.57085e-06 1.33895148168818e-06 0.744726514734349 0.0115800228095064
HADH 0 0 3.38108e-06 8.04150186587295e-07 0.85462023299842 0.0132661312469418
HADHA 0 0 6.72928e-06 1.95883226313371e-06 0.719912166041318 0.0111984964072662
HADHB 0 0 4.55213e-06 1.68071141830045e-06 0.787650371167168 0.0122392924521038
HAGH 0 0 3.56437e-06 8.4188215007826e-07 0.847609069496093 0.0131587301992989
HAGHL 0 0 1.7727e-06 7.16453745380425e-07 0.908577127950519 0.0140918925111514
HAL 0 0 7.38421e-06 1.76370349452391e-06 0.709684475337182 0.0110411575447704
HAMP 0 0 1.04146e-10 4.64835411244829e-07 0.978992607679559 0.0151674609592589
HAND1 0 0 2.43001e-06 2.60043284912332e-07 0.906257376180754 0.0140564192512857
HAND2 0 0 1.80362e-06 3.33732763701682e-07 0.923574991500663 0.0143211757703875
HAO1 0 0 2.14533e-06 8.3890147066812e-07 0.891608131295497 0.0138323464517636
HAO2 0 0 2.68768e-06 1.24260351909429e-06 0.858603247407161 0.0133271349475924
HAP1 0 0 3.87404e-07 1.63185216007033e-06 0.915491615137815 0.0141976125620979
HAPLN1 0 0 4.47166e-06 9.3666829529959e-07 0.817178373705417 0.0126923041554459
HAPLN2 0 0 5.90064e-06 1.01636967777187e-06 0.773945389366617 0.0120288925480407
HAPLN3 0 0 5.76316e-06 8.6107202687115e-07 0.783260646206797 0.0121719108222442
HAPLN4 0 0 6.77613e-06 1.0469585044053e-06 0.749243183047765 0.011649435968831
HAR1A 0 0 1.04146e-10 4.59965314945474e-08 0.99789759845494 0.0154558276867593
HAR1B 0 0 1.04146e-10 4.59571866358552e-08 0.997899391725973 0.0154558550323568
HARBI1 0 0 1.42252e-06 8.38129449450355e-07 0.914881814773542 0.0141882898429359
HARS 0 0 7.98858e-06 1.49950135703524e-06 0.703077771469374 0.010939495930304
HARS2 0 0 6.27585e-06 1.44508523200444e-06 0.748921510136315 0.0116444927507038
HAS1 0 0 2.43236e-06 1.11083630704969e-06 0.871662767044336 0.0135271011642211
HAS2 0 0 3.86305e-06 1.26321482479014e-06 0.822688610982718 0.0127767949242247
HAS2-AS1 0 0 1.04146e-10 1.32996144324057e-07 0.993940330946885 0.0153954795974561
HAS3 0 0 7.62753e-06 1.497078248711e-06 0.712202898393775 0.0110799046436176
HAT1 0 0 2.68178e-06 1.32498105027241e-06 0.855561900958078 0.0132805544792971
HAUS1 0 0 8.11722e-07 7.67858988395745e-07 0.938009842233304 0.0145417511508046
HAUS2 0 0 6.05777e-07 4.78118773444476e-07 0.957500507363992 0.014839426585067
HAUS3 0 0 1.04146e-10 1.17673490037942e-06 0.947693502974688 0.0146896694536283
HAUS4 0 0 9.27148e-07 1.04933802991564e-06 0.92223616360716 0.0143007124687917
HAUS5 0 0 1.91163e-06 2.40437021043634e-06 0.837100365186273 0.0129977080123664
HAUS6 0 0 3.35047e-06 2.13620508076168e-06 0.805112679294437 0.0125072453111006
HAUS8 0 0 2.8102e-07 1.1584373258071e-06 0.939032722232724 0.0145573777812747
HAVCR1 0 0 7.18065e-07 9.98465155214625e-07 0.9312920429356 0.014439110405102
HAVCR2 0 0 8.38024e-07 5.66735000109625e-07 0.945774658783743 0.0146603625601745
HAX1 0 0 1.70371e-06 8.2651553003955e-07 0.906247349983501 0.0140562659267975
HBA1 0 0 1.04146e-10 1.57420543342706e-07 0.992832241033236 0.0153785799676833
HBA2 0 0 1.45501e-06 1.57420543342706e-07 0.942669893775659 0.014612939166667
HBB 0 0 1.04146e-10 1.80158781311035e-07 0.991801781270385 0.0153628637652892
HBBP1 0 0 1.04146e-10 9.4780612331869e-08 0.995676629702167 0.0154219589589556
HBD 0 0 6.88679e-07 2.01826629722267e-07 0.966796421724219 0.0149813371339729
HBE1 0 0 1.04146e-10 2.13021600213064e-07 0.99031441861112 0.015340178159195
HBEGF 0 0 4.08372e-07 3.84328115956553e-07 0.96839930571748 0.0150058024768713
HBG1 0 0 1.04146e-10 2.16564523522023e-07 0.990154202689705 0.015337734445807
HBG2 0 0 1.04146e-10 2.1852363581684e-07 0.990065620253624 0.01533638332591
HBM 0 0 1.04146e-10 2.41921730371803e-07 0.9890082857107 0.0153202558500733
HBP1 0 0 1.42613e-06 1.27511114353899e-06 0.896703761851451 0.0139103000547843
HBQ1 0 0 7.4242e-07 2.95224285468417e-07 0.960839874832487 0.0148904097586585
HBS1L 0 0 6.40052e-06 2.85470051871101e-06 0.699210403228447 0.0108799765413832
HBZ 0 0 1.69701e-06 1.97772073752834e-07 0.932861035421336 0.0144630848358891
HCAR1 0 0 1.56006e-06 4.49479759462034e-07 0.92670826569356 0.0143690629477348
HCAR2 0 0 1.59414e-06 3.90583331819122e-07 0.928076758641545 0.0143899767542523
HCAR3 0 0 1.04146e-10 4.32286738314618e-07 0.980448571332379 0.0151896754621662
HCFC1R1 0 0 1.04146e-10 4.83035059571353e-07 0.978179464139797 0.0151550539087613
HCFC2 0 0 5.4698e-06 2.01119408517409e-06 0.751001805353791 0.0116764602291191
HCG17 0 0 1.04146e-10 1.77916279845915e-07 0.991903359282172 0.0153644130189517
HCG18 0 0 1.04146e-10 2.29634308056714e-07 0.989563397385507 0.0153287230091475
HCG22 0 0 1.04146e-10 1.32183328516962e-07 0.993977228572564 0.0153960423181767
HCG23 0 0 1.04146e-10 8.73181312337645e-08 0.996016043602403 0.0154271350119732
HCG25 0 0 1.04146e-10 1.5719507876883e-07 0.992842464182871 0.0153787358849783
HCG27 0 0 1.04146e-10 4.47711725984e-08 0.997953449749775 0.0154566793626749
HCG9 0 0 1.04146e-10 2.12862519440621e-07 0.990321613085018 0.0153402878935237
HCK 0 0 5.35032e-06 1.88314910737647e-06 0.758608880931944 0.0117933390257247
HCLS1 0 0 4.05226e-06 1.63709166946251e-06 0.803357359301011 0.0124803171273632
HCN1 0 0 3.30701e-06 2.14941129645305e-06 0.805872288179988 0.0125188979377303
HCN2 0 0 1.04146e-10 1.17219381644336e-06 0.947889886701175 0.0146926687634596
HCN3 0 0 7.08827e-06 1.26121086315817e-06 0.733792254623358 0.0114119422987375
HCN4 0 0 1.04146e-10 1.65425219107633e-06 0.927272605340487 0.0143776874988257
HCP5 0 0 1.04146e-10 4.59965314945474e-08 0.99789759845494 0.0154558276867593
HCRT 0 0 1.58775e-06 1.5324568003466e-07 0.938403479979182 0.0145477648489924
HCRTR1 0 0 2.57101e-06 9.0200728583543e-07 0.875679007290812 0.013588581186661
HCRTR2 0 0 2.28882e-06 1.25740000025766e-06 0.870286790002564 0.0135060361448713
HCST 0 0 1.04146e-10 2.22798411179747e-07 0.989872361774378 0.0153334356025449
HDAC1 0 0 6.04252e-06 1.55571316511648e-06 0.751343017797769 0.0116817033747466
HDAC10 0 0 4.25283e-06 1.72514372572555e-06 0.794456629245014 0.0123437493343876
HDAC11 0 0 1.04146e-10 1.12271844276053e-06 0.950032189427251 0.0147253863252723
HDAC2 0 0 4.53468e-06 1.52794719961255e-06 0.793649305114693 0.0123313603387985
HDAC3 0 0 6.06069e-06 1.46106782252699e-06 0.754107620526915 0.011724182818405
HDAC4 0 0 1.42211e-05 2.68650221878368e-06 0.534485051683677 0.00833816046598101
HDAC5 0 0 1.0299e-05 2.80245165470819e-06 0.610545827279958 0.00951344769888115
HDAC7 0 0 7.73939e-06 2.54869862352842e-06 0.676176606404004 0.0105253344426738
HDAC9 0 0 7.93231e-06 3.80012982628508e-06 0.634365052379336 0.0098809285571629
HDC 0 0 6.56191e-06 1.68083471192428e-06 0.733435122466473 0.0114064515297461
HDDC2 0 0 1.01215e-06 7.46314501027245e-07 0.932251639703327 0.0144537733202294
HDDC3 0 0 1.81619e-06 2.60454454138824e-07 0.926256027046003 0.0143621514772713
HDGF 0 0 1.04146e-10 8.1701488740593e-07 0.963379210630317 0.0149291750652166
HDGFL1 0 0 1.24466e-06 4.18322921351553e-07 0.938510320508776 0.0145493970647057
HDHD2 0 0 1.2847e-06 5.1880330640941e-07 0.932883272346647 0.0144634246109227
HDHD3 0 0 1.62917e-06 5.30544920323505e-07 0.921015502274203 0.0142820545423161
HDLBP 0 0 1.47885e-05 3.32596513282957e-06 0.508874571123507 0.00794180069949034
HEATR1 0 0 1.15262e-05 5.0248943510568e-06 0.528403336294454 0.00824406567424345
HEATR2 0 0 5.99392e-06 1.92741489645624e-06 0.739988392852322 0.0115071958231646
HEATR3 0 0 2.93705e-06 1.61391775813467e-06 0.836727697502531 0.0129919967560231
HEATR4 0 0 1.04146e-10 2.66881003420447e-06 0.885361468327536 0.0137367673917049
HEATR5A 0 0 1.52088e-05 5.11439114726915e-06 0.462216126394343 0.00721887776371879
HEATR5B 0 0 1.72505e-05 6.13477353240855e-06 0.410715657985238 0.00641970855647113
HEATR6 0 0 5.9171e-06 3.01689200582094e-06 0.706064061854601 0.0109854504953763
HEBP1 0 0 1.19944e-06 3.6929467918231e-07 0.942129919607342 0.0146046909242981
HEBP2 0 0 5.45559e-07 5.06439568669475e-07 0.958317742331138 0.0148519040560814
HECA 0 0 1.83522e-06 7.24642931752075e-07 0.906218295340818 0.0140558216116892
HECTD1 0 0 5.62423e-06 7.64703198290935e-06 0.578022557096612 0.00901124088279497
HECTD2 0 0 4.37994e-06 2.27236223896431e-06 0.771389305048616 0.0119896414327133
HECTD3 0 0 5.34498e-06 2.41840935967443e-06 0.740461914302502 0.011514474535694
HECTD4 0 0 6.34603e-09 1.08827872023768e-05 0.609629399083242 0.00949930367777272
HECW1 0 0 1.35761e-05 4.66962824438946e-06 0.499563933905199 0.00779762638288491
HECW2 1 0 1.12616e-05 4.53171156771315e-06 27.589678986835 0.302663538404292
HEG1 0 0 1.04146e-10 2.79458216898007e-06 0.880302174652711 0.0136593424740899
HELB 0 0 3.71471e-06 2.2102072463896e-06 0.792079342058619 0.0123072671857488
HELLS 0 0 6.36769e-06 3.12457607667226e-06 0.691471352000344 0.0107608498459205
HELQ 0 0 6.63631e-06 2.16538359532565e-06 0.715518537240298 0.0111309126448718
HELT 0 0 6.39073e-07 5.1019794335281e-07 0.954965325880057 0.0148007176478262
HELZ 0 0 7.53611e-06 4.91749935076045e-06 0.611439623197775 0.00952724202755125
HELZ2 0 0 1.09432e-05 4.27498008296453e-06 0.558107866096336 0.0087034774856856
HEMGN 0 0 4.20153e-08 1.00078450668573e-06 0.953906445302302 0.0147845490124442
HEMK1 0 0 1.65146e-06 1.14081721332201e-06 0.89500487522159 0.0138843116409927
HENMT1 0 0 1.63141e-06 8.96893504403285e-07 0.90566945865107 0.0140474285083326
HEPACAM 0 0 1.59492e-06 9.4817592884206e-07 0.904727000365013 0.0140330156002259
HEPACAM2 0 0 5.35677e-07 8.9877583558773e-07 0.941639453314267 0.0145971988076042
HEPHL1 0 0 7.83685e-06 3.12224435721508e-06 0.656466814007846 0.0102216687322717
HEPN1 0 0 1.04146e-10 1.2898217914929e-07 0.994122557747186 0.0153982587075927
HERC1 0 0 6.72578e-06 1.34484713428702e-05 0.427537157163504 0.00668088111620814
HERC2 0 0 3.55844e-05 1.18739071850709e-05 0.167207748276768 0.00262353340925442
HERC2P10 0 0 1.04146e-10 1.80783419956338e-07 0.991773489063068 0.0153624322556227
HERC2P2 0 0 1.04146e-10 1.54693892803522e-06 0.931822399177524 0.0144472144552381
HERC2P3 0 0 1.04146e-10 1.13988321262921e-06 0.949288389595481 0.0147140271512572
HERC2P4 0 0 1.04146e-10 4.57662166546011e-08 0.99790809585618 0.0154559877616532
HERC2P7 0 0 1.04146e-10 9.47208668984895e-08 0.995679346618334 0.0154220003920715
HERC2P9 0 0 1.04146e-10 5.90815955435585e-07 0.973378007464178 0.0150817862814213
HERC3 0 0 7.52134e-06 2.69788787584648e-06 0.676801655027781 0.0105349614215722
HERC4 0 0 8.34928e-06 2.52305435965399e-06 0.662507108666253 0.010314750419789
HERC5 0 0 1.82298e-06 2.17629971897282e-06 0.848521864932206 0.0131727142502156
HERC6 0 0 3.67895e-06 2.37216543092539e-06 0.787253262876637 0.0122331972766678
HERPUD1 0 0 2.07694e-06 1.13786718062782e-06 0.88166948056057 0.0136802682432944
HERPUD2 0 0 1.9447e-06 1.17665600385377e-06 0.884262803954811 0.0137199550110319
HES1 0 0 1.63804e-06 5.65478302237175e-07 0.919257429894704 0.0142551809947556
HES2 0 0 2.23043e-06 4.21636042096155e-07 0.906006500805527 0.0140525827536364
HES3 0 0 1.08732e-06 3.53158761736204e-07 0.946597405196121 0.01467292874519
HES4 0 0 1.04146e-10 4.06003632865874e-07 0.981625875374958 0.0152076375569588
HES5 0 0 1.04146e-10 3.6300948308699e-07 0.98355482864746 0.0152370661267745
HES6 0 0 1.04146e-10 4.61154653996613e-07 0.9791571442965 0.0151699714424563
HES7 0 0 1.05721e-06 4.81031524646396e-07 0.942096733594298 0.0146041839950282
HESX1 0 0 1.17358e-06 4.60385468017443e-07 0.939084245691704 0.0145581648967175
HEXA 0 0 6.20417e-06 1.6613664273972e-06 0.743456871323689 0.011560508892666
HEXB 0 0 4.73816e-06 1.76127919845555e-06 0.779594549847889 0.0121156297393216
HEXDC 0 0 3.61212e-06 1.32925993251603e-06 0.827560640530729 0.0128514877427664
HEXIM1 0 0 3.13169e-06 7.4845417280036e-07 0.864426518973684 0.0134163103840676
HEXIM2 0 0 1.32213e-06 8.5780784118781e-07 0.917334396227026 0.0142257842034487
HEY1 0 0 3.38052e-06 1.01901796193798e-06 0.846297351608781 0.0131386339515716
HEY2 0 0 1.71791e-06 7.0176874530266e-07 0.910961621437313 0.0141283531302913
HEYL 0 0 2.52139e-06 9.35431870407965e-07 0.875889086893593 0.0135917968438061
HFE 0 0 6.98974e-07 1.17703889425711e-06 0.924362775948494 0.0143332162568771
HFE2 0 0 1.04146e-10 9.92687813812435e-07 0.955686133713575 0.0148117237592096
HFM1 0 0 1.88599e-06 4.10905171537277e-06 0.775276512363506 0.0120493319777327
HGD 0 0 4.67525e-06 1.23149053716867e-06 0.800450048700577 0.0124357131432429
HGF 0 0 6.36893e-06 3.23741964432576e-06 0.687896323408679 0.010705809981222
HGFAC 0 0 3.92433e-06 1.48830508799905e-06 0.812512773409898 0.0126207532505234
HGS 0 0 4.8508e-06 2.2378768676279e-06 0.759791761801335 0.0118115108973301
HGSNAT 0 0 4.06973e-06 2.23858903816175e-06 0.781138488438035 0.0121393327173814
HHAT 0 0 2.61494e-06 1.68450138828569e-06 0.843649209786914 0.0130980604514756
HHATL 0 0 2.54009e-06 1.60588383668814e-06 0.848937276858275 0.0131790782410013
HHEX 0 0 1.00959e-06 5.57683788881705e-07 0.940399587684693 0.0145782587350932
HHIP 0 0 3.48359e-06 1.41670050669905e-06 0.828040400344713 0.012858842302953
HHIP-AS1 0 0 1.04146e-10 4.20966177469239e-08 0.99807536580022 0.015458538454363
HHIPL1 0 0 9.77427e-06 1.47280095340342e-06 0.660841845220175 0.0102890902522224
HHIPL2 0 0 6.76503e-06 1.75226760776255e-06 0.725805110252491 0.0112891284651694
HHLA1 0 0 1.04146e-10 1.26100060861087e-06 0.944056865608352 0.0146341248803337
HHLA2 0 0 8.25447e-08 9.84757180803695e-07 0.953225875348191 0.0147741567318269
HHLA3 0 0 1.04146e-10 6.18909678769215e-07 0.972130432310493 0.0150627471762242
HIAT1 0 0 4.0458e-06 1.45552723684563e-06 0.810224088971686 0.0125856505580278
HIATL1 0 0 3.76235e-06 1.25782072842915e-06 0.825841125240681 0.0128251272385141
HIATL2 0 0 1.04146e-10 1.80818275257983e-07 0.991771910361068 0.0153624081774205
HIBADH 0 0 1.84408e-06 8.41699841696855e-07 0.901105053485785 0.0139776216540511
HIBCH 0 0 2.72759e-06 1.27089075740777e-06 0.856279351143872 0.0132915431554333
HIC1 0 0 1.04146e-10 7.51077987749285e-07 0.966282994041836 0.0149735002622521
HIC2 0 0 2.8151e-06 8.07494520655725e-07 0.871861376408079 0.0135301416276389
HID1 0 0 9.65166e-06 1.77279561198485e-06 0.654692779951648 0.0101943273216731
HIF1A 0 0 5.24711e-06 2.24340803009012e-06 0.74898900292942 0.011645529931346
HIF1AN 0 0 1.58006e-06 1.11503884256051e-06 0.898339218795996 0.0139353168703099
HIF3A 0 0 1.0939e-06 1.63471340350631e-06 0.89261470861028 0.013847746176127
