Gene dn_damaging_EPI dn_lof_EPI mut_damaging mut_lof BF PP
FAM120A 0 0 3.19771e-06 2.26693300419366e-06 0.804687523005913 0.0125007231669203
FAM120AOS 0 0 1.04146e-10 4.52629892218664e-07 0.979538325101753 0.0151757874117757
FAM120B 0 0 3.59775e-06 2.47204641122548e-06 0.785942568490931 0.0122130790257373
FAM122A 0 0 2.55838e-06 4.09836162868701e-07 0.895978315083251 0.0138992028304229
FAM124A 0 0 4.49167e-06 1.06363016281757e-06 0.811880202158843 0.0126110514399452
FAM124B 0 0 2.17096e-06 6.9606970462423e-07 0.896621752639041 0.013909045565019
FAM126A 0 0 2.46874e-06 1.30009185914551e-06 0.863050381349477 0.0133952381737934
FAM126B 0 0 3.22852e-06 1.5438039781175e-06 0.830752622723931 0.0129004177192828
FAM129A 0 0 3.78191e-06 2.09211166151813e-06 0.794455639874349 0.0123437341519413
FAM129B 0 0 5.4569e-06 2.4562945446262e-06 0.736254541032864 0.0114497973415121
FAM129C 0 0 1.10481e-06 2.35301526427409e-06 0.86351872310067 0.0134024097929237
FAM131A 0 0 1.36292e-06 1.28262944002244e-06 0.898416419122461 0.0139364977360139
FAM131B 0 0 2.45636e-06 1.24722220673641e-06 0.86551583981579 0.0134329900526559
FAM131C 0 0 1.73123e-06 8.05746637532635e-07 0.906218482686012 0.0140558244766474
FAM132A 0 0 1.5776e-06 8.1974246456897e-07 0.910607237541476 0.0141229345164438
FAM133B 0 0 1.04146e-10 1.04640513391684e-06 0.953346269433539 0.0147759951614769
FAM134A 0 0 2.07763e-06 9.72003152457515e-07 0.888346234109323 0.0137824390641993
FAM134B 0 0 1.24769e-06 1.06353764518877e-06 0.911174604443666 0.0141316096623345
FAM134C 0 0 2.41628e-06 1.34722391298309e-06 0.862805548750278 0.0133914890619893
FAM135A 0 0 9.87415e-06 3.72876603033521e-06 0.594178438013796 0.00926077493166386
FAM135B 0 0 8.04552e-06 3.07429902378855e-06 0.653059279880329 0.0101691504848417
FAM136A 0 0 5.86324e-07 2.45194255723777e-07 0.968409650923761 0.0150059603751928
FAM138A 0 0 1.04146e-10 1.77040353710448e-07 0.991943038763656 0.0153650182035426
FAM138B 0 0 1.04146e-10 8.8520176855224e-08 0.995961363334393 0.0154263011430073
FAM138C 0 0 1.04146e-10 8.8520176855224e-08 0.995961363334393 0.0154263011430073
FAM138D 0 0 1.04146e-10 8.63180215702895e-08 0.996061540268717 0.0154278288307969
FAM138E 0 0 1.04146e-10 8.8520176855224e-08 0.995961363334393 0.0154263011430073
FAM138F 0 0 1.04146e-10 1.77040353710448e-07 0.991943038763656 0.0153650182035426
FAM13A 0 0 5.95183e-06 3.25663187753606e-06 0.697536188255649 0.0108542078949292
FAM13A-AS1 0 0 1.04146e-10 1.84427057791169e-07 0.991608471553584 0.0153599154189938
FAM13B 0 0 5.55166e-06 2.4262831670353e-06 0.734787510007411 0.0114272436440854
FAM13C 0 0 3.75553e-06 1.80202451848093e-06 0.805788781507138 0.0125176169339425
FAM149A 0 0 2.24649e-06 1.51652670461645e-06 0.86135602193205 0.0133692919320318
FAM149B1 0 0 2.46886e-06 1.97214832594211e-06 0.836993868768427 0.0129960759260472
FAM150A 0 0 4.43217e-07 3.47734209581914e-07 0.968814725801567 0.0150121429712509
FAM150B 0 0 1.05647e-06 5.20235151513225e-07 0.940436804139313 0.0145788272608059
FAM151A 0 0 1.81776e-06 1.12036202181167e-06 0.890552259658915 0.0138161920518913
FAM151B 0 0 1.7991e-06 5.640599889476e-07 0.914060426195269 0.0141757320527943
FAM153A 0 0 1.04146e-10 1.44777108788577e-06 0.936047084110958 0.0145117645291267
FAM153B 0 0 1.04146e-10 1.57130295619012e-06 0.930787436608861 0.01443139969998
FAM153C 0 0 1.04146e-10 4.9064563625387e-07 0.97783963479943 0.0151498686556089
FAM154A 0 0 2.06148e-06 1.06750810521978e-06 0.884991520655072 0.0137311063081835
FAM154B 0 0 2.12241e-06 5.39317142162235e-07 0.904622624439226 0.0140314193650653
FAM155A 0 0 2.91744e-08 1.10544059102605e-06 0.949796438346253 0.0147217860065429
FAM157A 0 0 1.04146e-10 1.27397823763033e-06 0.943498058546073 0.0146255893252816
FAM157B 0 0 1.04146e-10 1.15503959689226e-06 0.948632112617282 0.0147040043926351
FAM159A 0 0 1.79468e-07 2.9644377105572e-07 0.980259827729161 0.015186795745356
FAM159B 0 0 1.04146e-10 3.84955943521752e-07 0.982569707700429 0.0152220371071085
FAM160A1 0 0 1.85342e-06 1.87577716909537e-06 0.859296528083313 0.0133377524379448
FAM160A2 0 0 6.65357e-06 2.340726592638e-06 0.709388140365003 0.011036598095058
FAM160B1 0 0 4.45481e-06 2.24073762679358e-06 0.77045062497242 0.0119752263208829
FAM160B2 0 0 4.62722e-06 1.76564301834566e-06 0.782515973354231 0.012160479291886
FAM161A 0 0 1.77201e-06 1.99468409881653e-06 0.85713074584564 0.0133045830472574
FAM161B 0 0 2.60718e-06 1.65366271439309e-06 0.845069887595538 0.0131198277787327
FAM162A 0 0 5.3418e-07 6.67074936714625e-07 0.951701658523482 0.0147508811961199
FAM162B 0 0 7.69396e-07 7.87110100823645e-07 0.938600501428072 0.0145507747653263
FAM163A 0 0 1.20635e-06 4.65283221404755e-07 0.937778988953055 0.0145382243157689
FAM163B 0 0 1.57678e-06 1.96998497823051e-07 0.93689617949994 0.0145247370607417
FAM166A 0 0 1.17824e-06 8.25371462663165e-07 0.923413968106587 0.0143187146548746
FAM166B 0 0 1.04146e-10 6.62027202003915e-07 0.970218856538639 0.0150335734036726
FAM167A 0 0 1.10322e-06 3.10319320134126e-07 0.947913853797775 0.0146930348044969
FAM167B 0 0 1.04146e-10 4.23298223223551e-07 0.980851033492771 0.0151958158897815
FAM168A 0 0 2.69138e-07 6.83179040441095e-07 0.960029488023454 0.0148780378132358
FAM168B 0 0 1.04146e-10 5.5400209542294e-07 0.975015294599591 0.0151067716208441
FAM169A 0 0 1.36815e-06 1.67828336467622e-06 0.882182885944164 0.0136881253650952
FAM169B 0 0 1.71843e-07 5.4524455489012e-07 0.969450617212494 0.0150218483282885
FAM170A 0 0 3.80706e-07 1.05771522770104e-06 0.940012141455208 0.0145723399930713
FAM170B 0 0 3.27898e-07 4.90680809548199e-07 0.966476750490701 0.0149764577419687
FAM170B-AS1 0 0 1.04146e-10 2.30442715864114e-07 0.989526866001114 0.0153281657977392
FAM171A1 0 0 5.80741e-06 1.74358342226697e-06 0.751170770610835 0.011679056593457
FAM171A2 0 0 1.04146e-10 1.18508044845757e-06 0.947332699551368 0.0146841589634242
FAM171B 0 0 1.56771e-06 1.5374814925876e-06 0.881579191022585 0.0136788864452745
FAM172A 0 0 1.78204e-06 1.22627936843766e-06 0.887386499309903 0.0137677540538841
FAM172BP 0 0 1.04146e-10 4.80781611771447e-08 0.997802726037184 0.0154543809746979
FAM173A 0 0 2.48673e-06 7.56899032892525e-07 0.884145049546271 0.0137181530327789
FAM173B 0 0 2.77531e-06 1.1065505471117e-06 0.861261087602366 0.013367838133356
FAM174A 0 0 4.66855e-07 3.84623532922793e-07 0.966369664635567 0.0149748231960168
FAM174B 0 0 9.27904e-07 2.58515578483231e-07 0.956111930107015 0.014818225185853
FAM175A 0 0 1.53396e-06 1.22526716161083e-06 0.895300808956331 0.0138888387327964
FAM175B 0 0 1.13147e-06 1.18353790362104e-06 0.909958215077303 0.014113010654545
FAM177A1 0 0 1.09514e-06 6.576573612801e-07 0.933268806353349 0.0144693154434048
FAM177B 0 0 1.25126e-07 6.99529013491505e-07 0.964251320322209 0.0149424879214119
FAM178A 0 0 1.15661e-06 2.50222926492e-06 0.856084952827858 0.0132885657183448
FAM178B 0 0 1.04146e-10 1.90304604578063e-06 0.916811341479338 0.0142177881320379
FAM179A 0 0 3.13064e-06 2.0909417374904e-06 0.813106266235529 0.0126298555379072
FAM179B 0 0 4.25525e-06 4.25576736191604e-06 0.707892238658686 0.0110135813085553
FAM180A 0 0 1.49058e-06 2.96155012746659e-07 0.935530644685739 0.0145038741687628
FAM180B 0 0 1.04146e-10 4.20102808673266e-07 0.980994149257385 0.0151979994107479
FAM181A 0 0 1.29982e-06 4.90156539393608e-07 0.933601267071782 0.0144743952769969
FAM181A-AS1 0 0 1.04146e-10 4.55158267687165e-07 0.979425254174753 0.0151740622086655
FAM181B 0 0 1.04146e-10 3.89939000747943e-07 0.98234617107904 0.0152186267652665
FAM182A 0 0 1.04146e-10 1.81408855489461e-07 0.991745161586197 0.01536200020765
FAM182B 0 0 1.04146e-10 2.01766763265619e-07 0.990823553374653 0.0153479437203634
FAM183A 0 0 3.07709e-07 4.28492334768762e-07 0.969922628388358 0.0150290523229735
FAM183B 0 0 1.04146e-10 4.80781611771447e-08 0.997802726037184 0.0154543809746979
FAM184A 0 0 4.47614e-06 3.26060505377894e-06 0.734910579968205 0.011429135724501
FAM184B 0 0 1.56942e-06 2.8494822974965e-06 0.830347464513548 0.0128942073075057
FAM185A 0 0 4.72938e-07 9.80130290119405e-07 0.940249974979799 0.0145759732160425
FAM186A 0 0 3.37343e-08 4.67470618065736e-06 0.807122444900453 0.0125380751155706
FAM186B 0 0 5.80405e-07 1.88018077085545e-06 0.898976797136234 0.0139450692623712
FAM187B 0 0 7.10318e-07 6.07862873840695e-07 0.948306129131028 0.014699025849046
FAM188A 0 0 1.69741e-06 1.30624162654601e-06 0.886823028414023 0.0137591321184561
FAM188B 0 0 3.7761e-06 1.75018752953613e-06 0.807105657954857 0.012537817611797
FAM189A1 0 0 1.62402e-06 9.8642625187162e-07 0.90221375169452 0.0139945787119961
FAM189A2 0 0 2.59966e-06 1.39903272702866e-06 0.855171045293584 0.01327456791704
FAM189B 0 0 4.88367e-07 1.72883890118164e-06 0.908176850823234 0.014085771721842
FAM192A 0 0 1.04237e-06 9.65341780021285e-07 0.921985517114395 0.0142968813705467
FAM193A 0 0 3.08289e-06 2.6361343275102e-06 0.794497659090588 0.0123443789599079
FAM193B 0 0 1.33156e-06 1.79672535841015e-06 0.878574732920787 0.013632903779816
FAM194A 0 0 1.6984e-06 1.63218762235793e-06 0.873704132020212 0.0135583510404901
FAM194B 0 0 1.04146e-10 1.80061599837017e-06 0.921103661334921 0.014283402085746
FAM195A 0 0 3.8891e-07 4.42079863572617e-07 0.966519369121095 0.0149771082662429
FAM195B 0 0 1.04146e-10 4.9533404907645e-07 0.977630346559005 0.0151466752240475
FAM196A 0 0 3.75662e-07 9.27491283732095e-07 0.945785158290289 0.0146605229259944
FAM196B 0 0 7.81647e-07 1.01033195077125e-06 0.928681348376171 0.0143992160316114
FAM198A 0 0 4.1611e-06 1.10046628781229e-06 0.820089792498665 0.0127369479572338
FAM198B 0 0 3.45855e-06 1.36087420739983e-06 0.830891166114824 0.0129025413446223
FAM19A1 0 0 1.46066e-06 4.77151408983116e-07 0.928820061090515 0.0144013358004353
FAM19A2 0 0 1.64001e-06 4.52382963343888e-07 0.923951393567844 0.0143269287310189
FAM19A3 0 0 1.3398e-06 6.4187464727022e-07 0.925837857496227 0.0143557605915871
FAM19A4 0 0 1.42115e-06 4.32730512431701e-07 0.932016218231805 0.0144501760526954
FAM19A5 0 0 1.04146e-10 3.41483095584898e-07 0.984522071906515 0.0152518219578622
FAM200A 0 0 1.93016e-08 9.6582735842528e-07 0.956203553956538 0.014819624166607
FAM200B 0 0 1.04146e-10 9.99739930534245e-07 0.955378618079084 0.0148070282918626
FAM201A 0 0 1.04146e-10 4.6642705721345e-08 0.997868147414367 0.015455378587501
FAM203A 0 0 3.32599e-06 2.24561931341836e-06 0.801804418211021 0.012456492393171
FAM204A 0 0 3.71956e-07 8.4610150228061e-07 0.949430342802375 0.0147161950547071
FAM205A 0 0 1.04146e-10 2.42662969148532e-06 0.895187051353205 0.0138870985132917
FAM205B 0 0 1.04146e-10 1.37483195407173e-07 0.993736667211868 0.0153923735376854
FAM206A 0 0 1.09008e-06 6.0042150299562e-07 0.935879159525497 0.0145091989265226
FAM207A 0 0 8.88764e-07 5.2868408278545e-07 0.945707765519594 0.0146593408544424
FAM208A 0 0 2.2927e-06 4.25839433748246e-06 0.758959484359417 0.0117987252003313
FAM208B 0 0 3.92056e-06 4.28303844437549e-06 0.715471529887203 0.0111301895175002
FAM209A 0 0 2.92839e-07 4.39314462943277e-07 0.969957521150909 0.0150295848639693
FAM209B 0 0 6.63239e-08 4.27264247828245e-07 0.978360588883455 0.0151578175608543
FAM20A 0 0 1.04146e-10 1.7915993082716e-06 0.921482484596378 0.0142891924956748
FAM20B 0 0 3.12731e-06 1.25066002587398e-06 0.844972200959458 0.0131183310753364
FAM20C 0 0 4.11632e-07 1.20051114462018e-06 0.932878190610487 0.0144633469631998
FAM210A 0 0 1.11909e-06 6.96489311201315e-07 0.930821456114185 0.0144319195434182
FAM210B 0 0 1.19904e-06 3.25788299465382e-07 0.944016851929205 0.0146335136922554
FAM211A 0 0 5.16286e-07 1.00022302935614e-06 0.937937951234274 0.0145406528468558
FAM211B 0 0 1.04146e-10 6.28322873386665e-07 0.971712779572991 0.0150563732599485
FAM212A 0 0 1.5481e-06 4.4432088094741e-07 0.927321413717091 0.0143784334083821
FAM212B 0 0 1.10751e-06 7.42070035604265e-07 0.92927004550966 0.0144082122734457
FAM213A 0 0 1.42507e-06 8.1420260399787e-07 0.915798313493659 0.014202301345784
FAM213B 0 0 1.80937e-06 9.03559642512595e-07 0.899675558118572 0.0139557572819686
FAM214A 0 0 1.84397e-06 3.13332229524686e-06 0.811706772665808 0.0126083915006059
FAM214B 0 0 2.26741e-06 1.15826610390024e-06 0.874898473783536 0.0135766334930258
FAM216A 0 0 1.3494e-08 7.1911699336872e-07 0.96723180750348 0.0149879826898167
FAM216B 0 0 5.79146e-08 4.46658656584957e-07 0.977787758981873 0.0151490771086557
FAM217A 0 0 2.57222e-07 1.19333153595207e-06 0.938334560451459 0.0145467119541496
FAM217B 0 0 5.24698e-07 1.07348608458051e-06 0.934527177521988 0.0144885424498387
FAM218A 0 0 1.04146e-10 3.63722754377538e-07 0.983522795880886 0.0152365774416318
FAM219A 0 0 2.10733e-06 5.6733722598416e-07 0.903951183998325 0.0140211508119549
FAM219B 0 0 1.27431e-06 5.21221309401445e-07 0.933125546100294 0.0144671264822043
FAM21A 0 0 9.83128e-06 3.03240419474842e-06 0.614252507705748 0.00957065195110355
FAM21B 0 0 8.28336e-06 5.42846120395475e-06 0.581800308757538 0.00906960102869528
FAM21C 0 0 9.74479e-06 3.10591035751365e-06 0.6140737489276 0.00956789336418435
FAM220A 0 0 1.04146e-10 5.4087434717335e-07 0.975599826858771 0.0151156913966278
FAM221A 0 0 2.43778e-06 7.61178278431485e-07 0.885513256427883 0.0137390900935942
FAM221B 0 0 2.11545e-08 1.00736322827168e-06 0.954329709020325 0.0147910121248002
FAM222A 0 0 3.18185e-06 5.0067125355342e-07 0.872702033041369 0.0135430108321405
FAM222A-AS1 0 0 1.04146e-10 1.36032011228127e-07 0.993802530669647 0.0153933780182976
FAM222B 0 0 1.20867e-06 1.32587839255953e-06 0.90158514101727 0.0139849644560916
FAM225A 0 0 1.04146e-10 8.53937042582605e-08 0.996103590897987 0.0154284700970904
FAM225B 0 0 1.04146e-10 8.53937042582605e-08 0.996103590897987 0.0154284700970904
FAM227A 0 0 1.1134e-06 1.49018219310689e-06 0.897894690489219 0.0139285172555367
FAM227B 0 0 6.80242e-07 1.7122108471869e-06 0.902671884960698 0.0140015854911859
FAM228A 0 0 1.37693e-08 6.01996392519385e-07 0.972407372728201 0.0150669735965959
FAM229A 0 0 1.04146e-10 1.70506579899957e-07 0.99223906998866 0.0153695331971234
FAM229B 0 0 1.04146e-10 2.05346823508501e-07 0.990661573345196 0.0153454731385985
FAM24A 0 0 1.04146e-10 1.52759436237359e-07 0.993043609568902 0.015381803622704
FAM24B 0 0 1.04146e-10 2.45922186591012e-07 0.988827624710109 0.0153175001831786
FAM25A 0 0 1.04146e-10 1.67686577076209e-07 0.992366866072943 0.0153714822979732
FAM25B 0 0 1.04146e-10 5.1101657955638e-07 0.976930618620651 0.015135998251711
FAM25C 0 0 1.04146e-10 5.1101657955638e-07 0.976930618620651 0.015135998251711
FAM25G 0 0 1.04146e-10 5.1101657955638e-07 0.976930618620651 0.015135998251711
FAM26D 0 0 2.92325e-07 5.0747831495592e-07 0.966961284838172 0.0149838535497019
FAM26E 0 0 1.79268e-06 4.94151670623546e-07 0.917192037278435 0.0142236079387199
FAM26F 0 0 1.99393e-06 7.08112404519575e-07 0.901793155645514 0.0139881459466194
FAM27A 0 0 1.04146e-10 4.57662166546011e-08 0.99790809585618 0.0154559877616532
FAM27B 0 0 1.04146e-10 4.57662166546011e-08 0.99790809585618 0.0154559877616532
FAM27C 0 0 1.04146e-10 4.57662166546011e-08 0.99790809585618 0.0154559877616532
FAM27L 0 0 1.04146e-10 4.57662166546011e-08 0.99790809585618 0.0154559877616532
FAM32A 0 0 2.95779e-07 2.8408910084425e-07 0.976754432177566 0.0151333098306768
FAM35A 0 0 1.3384e-06 1.29032704526701e-06 0.898885594990458 0.0139436742470642
FAM35BP 0 0 1.04146e-10 2.45476422663751e-07 0.988847753787491 0.0153178072177346
FAM35DP 0 0 1.04146e-10 2.71233601371597e-07 0.98768533839101 0.0153000762505512
FAM3B 0 0 1.42251e-06 8.0315891595568e-07 0.916343592614264 0.0142106374258971
FAM3C 0 0 1.29911e-06 6.2222479640831e-07 0.92801264533234 0.0143889969711795
FAM3D 0 0 1.73234e-06 9.23677661109185e-07 0.901318274059987 0.013980882815497
FAM41C 0 0 1.04146e-10 9.17234032904565e-08 0.995815665606978 0.0154240792594138
FAM43A 0 0 2.26354e-06 4.37935762870987e-07 0.904266385373855 0.0140259713138973
FAM43B 0 0 1.04146e-10 3.43710520838752e-07 0.984421942236368 0.0152502944448623
FAM45A 0 0 1.72095e-06 1.04072386197502e-06 0.896880325646342 0.0139130009292182
FAM46A 0 0 4.48859e-06 7.19931014160195e-07 0.824806250642778 0.0128092617307685
FAM46B 0 0 6.18065e-06 6.19088497492845e-07 0.780319536884945 0.0121267600852111
FAM46C 0 0 3.06878e-06 5.44109391877085e-07 0.874481923277386 0.0135702572000979
FAM47E 0 0 4.85887e-07 1.16971162258454e-06 0.931720811067546 0.0144456621596328
FAM47E-STBD1 0 0 3.80229e-07 8.05480049116575e-07 0.950911810882499 0.0147388194040831
FAM49A 0 0 2.48803e-06 1.35350770512777e-06 0.860359058912244 0.0133540244959494
FAM49B 0 0 2.38658e-06 1.44805696532098e-06 0.859753919223539 0.0133447571900604
FAM50B 0 0 4.49163e-06 5.7972127362254e-07 0.830012750150206 0.01288907662558
FAM53A 0 0 1.44204e-06 7.10673729040225e-07 0.919580318450539 0.014260116715366
FAM53B 0 0 2.4773e-06 8.1148415136374e-07 0.882240904818178 0.0136890132742069
FAM53C 0 0 1.79203e-06 9.5444439852154e-07 0.898142943460684 0.0139323146058652
FAM57A 0 0 1.98724e-06 7.1894264871363e-07 0.901562109929817 0.0139846122046668
FAM57B 0 0 2.58154e-06 6.22077544339675e-07 0.886607493119394 0.0137558340708251
FAM5B 0 0 7.98507e-06 1.56739143667756e-06 0.700991020258706 0.0109073813997062
FAM5C 0 0 6.70013e-06 1.71213345375794e-06 0.728809359617949 0.0113353267006218
FAM60A 0 0 1.93269e-06 6.7418058413665e-07 0.90516202637973 0.0140396684562892
FAM63A 0 0 3.03448e-06 1.58665989344159e-06 0.834870850001977 0.0129635389646421
FAM63B 0 1 2.72956e-06 1.46902045338157e-06 55.2108701246647 0.464826154414996
FAM64A 0 0 5.92054e-07 5.956646435726e-07 0.95284177656269 0.0147682914593328
FAM65A 0 0 7.65243e-06 3.18566877384238e-06 0.658861935339329 0.0102585799429364
FAM65B 0 0 6.50308e-06 2.50382086935582e-06 0.70790091436993 0.0110137148010255
FAM65C 0 0 4.88347e-06 2.49159498720806e-06 0.750185212985932 0.0116639120649103
FAM66A 0 0 1.04146e-10 1.83566297447671e-07 0.991647452191019 0.0153605099503739
FAM66B 0 0 1.04146e-10 3.9480706330268e-07 0.982127843112411 0.0152152958654248
FAM66C 0 0 1.04146e-10 3.25937583682125e-07 0.985221180054589 0.0152624869641588
FAM66D 0 0 1.04146e-10 2.31275188220725e-07 0.989489248593596 0.0153275920206145
FAM66E 0 0 1.04146e-10 3.9480706330268e-07 0.982127843112411 0.0152152958654248
FAM69A 0 0 2.41859e-06 7.57569195338905e-07 0.886264074142566 0.013750579145096
FAM69B 0 0 3.23517e-06 7.17395750383865e-07 0.862473652452161 0.0133864067017504
FAM69C 0 0 2.06351e-06 7.659510994386e-07 0.897190737209544 0.0139177492204644
FAM71A 0 0 2.92158e-07 8.22749530791885e-07 0.953150302862508 0.0147730027289539
FAM71B 0 0 7.6593e-07 9.645288241131e-07 0.93114591032635 0.0144368774184422
FAM71C 0 0 3.44503e-07 4.29584438706338e-07 0.968602987270128 0.015008911248032
FAM71D 0 0 1.04146e-10 8.6983101542255e-07 0.96105966918084 0.0148937652430254
FAM71E1 0 0 1.04146e-10 5.70278945104485e-07 0.974291039796087 0.0150957194994966
FAM71E2 0 0 4.53239e-08 1.63649014766899e-06 0.926528938019867 0.0143663223312882
FAM71F1 0 0 1.25488e-06 7.816034437718e-07 0.922738138155344 0.014308384993333
FAM71F2 0 0 9.84053e-07 6.3571118777014e-07 0.937908673104775 0.0145402055539247
FAM72A 0 0 1.04146e-10 2.70909029989277e-07 0.987699977549947 0.0153002995537374
FAM72B 0 0 1.04146e-10 2.70909029989277e-07 0.987699977549947 0.0153002995537374
FAM72D 0 0 1.04146e-10 2.5188030122959e-07 0.988558618034167 0.0153133969292804
FAM73A 0 0 2.98562e-06 1.84183441417796e-06 0.82664643824888 0.012837473019028
FAM73B 0 0 5.42877e-06 1.60505784985177e-06 0.766155192481216 0.0119092569037912
FAM74A1 0 0 1.04146e-10 4.6642705721345e-08 0.997868147414367 0.015455378587501
FAM74A2 0 0 1.04146e-10 6.4257900451046e-08 0.997065631215995 0.0154431408510184
FAM74A3 0 0 1.04146e-10 4.6642705721345e-08 0.997868147414367 0.015455378587501
FAM74A4 0 0 1.04146e-10 4.6642705721345e-08 0.997868147414367 0.015455378587501
FAM76A 0 0 1.89538e-06 1.04343227748163e-06 0.891217987505043 0.0138263774745821
FAM76B 0 0 2.1881e-06 9.2485837277378e-07 0.886766318079279 0.0137582643583772
FAM78A 0 0 2.38143e-06 4.18429240798172e-07 0.901283291144157 0.0139803477610287
FAM78B 0 0 2.12253e-06 3.66928913691397e-07 0.911766962140755 0.0141406667592399
FAM81A 0 0 1.75628e-06 1.14494372404711e-06 0.891503073616116 0.0138307391363768
FAM81B 0 0 9.64276e-07 1.21817425243721e-06 0.91394881444549 0.014174025653109
FAM83A 0 0 3.2932e-06 7.52918302677355e-07 0.859301570107703 0.0133378296549608
FAM83B 0 0 3.22607e-06 2.37549769838477e-06 0.799908333195232 0.0124274016939842
FAM83C 0 0 2.77134e-06 1.0964935083041e-06 0.861778107851496 0.0133757555898948
FAM83D 0 0 4.01979e-06 1.22929750651212e-06 0.819386497996658 0.0127261639835815
FAM83E 0 0 2.63998e-06 1.06562117228696e-06 0.867034967079757 0.0134562499707207
FAM83F 0 0 3.80771e-06 1.05725733718015e-06 0.832091084079045 0.0129209335841688
FAM83G 0 0 4.87336e-06 1.36945490822727e-06 0.789852064795654 0.0122730846627817
FAM83H 0 0 5.37415e-06 1.56737038510645e-06 0.768962330247884 0.0119523700306978
FAM84A 0 0 3.67172e-07 5.0493575169591e-07 0.964496705716696 0.0149462336932204
FAM84B 0 0 2.36765e-06 4.91342045318981e-07 0.898728450986093 0.0139412705850217
FAM86A 0 0 4.93814e-07 7.7869276450992e-07 0.948228345385819 0.0146978378987172
FAM86B1 0 0 1.04146e-10 6.89580929815545e-07 0.96899929487297 0.0150149599950896
FAM86B2 0 0 1.04146e-10 7.77478492832395e-07 0.965119277157583 0.0149557370265024
FAM86B3P 0 0 1.04146e-10 5.5207793904467e-07 0.97510094814771 0.0151080786767641
FAM86C1 0 0 1.04146e-10 5.08721762840485e-07 0.977032977551932 0.0151375601353128
FAM86C2P 0 0 1.04146e-10 1.35202227435261e-07 0.993840193244193 0.0153939524075955
FAM86DP 0 0 1.04146e-10 4.40570387213057e-07 0.980077818752553 0.0151840187647791
FAM86EP 0 0 1.04146e-10 2.27917782037696e-07 0.9896409705577 0.015329906226834
FAM86FP 0 0 1.04146e-10 3.06928893933741e-07 0.986076721125342 0.0152755380653169
FAM86HP 0 0 1.04146e-10 3.05351587824633e-07 0.986147746376237 0.0152766215252006
FAM86JP 0 0 1.04146e-10 3.2833651514658e-07 0.985113263001501 0.0152608406873802
FAM89A 0 0 1.20019e-06 3.36283453256733e-07 0.943525902980717 0.0146260146414184
FAM89B 0 0 1.04146e-10 4.65417914809155e-07 0.978966571282961 0.0151670636973583
FAM8A1 0 0 1.31497e-06 1.3251924967297e-06 0.898206134286933 0.013933281186624
FAM90A1 0 0 1.04146e-10 7.6288005994675e-07 0.965762589742526 0.0149655567733964
FAM90A10P 0 0 1.04146e-10 9.328541144269e-08 0.995744626049485 0.0154229959058163
FAM90A25P 0 0 1.04146e-10 1.39302343511924e-07 0.993654109626534 0.0153911144527953
FAM90A27P 0 0 1.04146e-10 9.3904123265125e-08 0.995716488691593 0.0154225668103123
FAM90A2P 0 0 1.04146e-10 1.8525953014778e-07 0.991570773460103 0.0153593404482483
FAM90A7P 0 0 1.04146e-10 1.8657082288538e-07 0.991511395189308 0.0153584348104081
FAM91A1 0 0 3.65036e-06 2.45916618349137e-06 0.784934949607418 0.0121976122166478
FAM92B 0 0 1.97819e-06 7.69395793097835e-07 0.899778029818894 0.0139573246361237
FAM95A 0 0 1.04146e-10 9.25805051713015e-08 0.995776684288215 0.0154234847944081
FAM95B1 0 0 1.04146e-10 3.58381557759634e-07 0.983762693013985 0.0152402372500012
FAM95C 0 0 1.04146e-10 9.26392372158925e-08 0.995774013189503 0.0154234440601337
FAM96A 0 0 1.01614e-06 5.3602783625816e-07 0.941110165257765 0.0145891135413434
FAM96B 0 0 1.88552e-06 2.98524177027234e-07 0.922367887409346 0.014302725837619
FAM98A 0 0 2.53861e-06 1.56346891103541e-06 0.850626013370957 0.0132049483518104
FAM98B 0 0 2.20727e-06 1.25880437757758e-06 0.872760171806498 0.0135439008378723
FAM98C 0 0 6.99652e-07 1.12087290689457e-06 0.926712389438889 0.0143691259696426
FAM99A 0 0 1.04146e-10 9.06220248181155e-08 0.995865759002059 0.0154248431824994
FAM99B 0 0 1.04146e-10 9.06220248181155e-08 0.995865759002059 0.0154248431824994
FAN1 0 0 6.84105e-06 2.68869826879295e-06 0.693602868369566 0.0107936629972695
FANCA 0 0 4.84833e-06 4.1674879648345e-06 0.695928452744958 0.0108294612020204
FANCC 0 0 1.67276e-06 2.05525139333439e-06 0.857792829512267 0.013314723228483
FANCD2 0 0 8.60332e-06 4.29540362368243e-06 0.605668802438638 0.00943817175264031
FANCD2OS 0 0 1.04146e-10 3.22557803418437e-07 0.985373241503638 0.0152648066552283
FANCE 0 0 1.43532e-06 1.28121029559465e-06 0.896160930515428 0.0139019963386121
FANCF 0 0 1.04146e-10 4.22894424283635e-07 0.980869117606119 0.0151960918001066
FANCG 0 0 1.04146e-10 1.60665720324425e-06 0.929287703094238 0.0144084821072848
FANCI 0 0 6.47089e-06 3.64067751185002e-06 0.672942926779068 0.0104755264209073
FANCL 0 0 2.31839e-06 1.16534127336289e-06 0.873030851763723 0.0135480444670599
FANCM 0 0 9.3373e-06 4.62536813210139e-06 0.58135313822863 0.00906269332678937
FANK1 0 0 1.61006e-06 1.10429947314762e-06 0.897819974431429 0.0139273743710573
FANK1-AS1 0 0 1.04146e-10 1.09845894194298e-07 0.994991779089659 0.0154115148395031
