geneName dn_damaging_EPI dn_lof_EPI mut_damaging mut_lof dn_damaging_ID dn_lof_ID dn_damaging_DD dn_lof_DD dn_damaging_ASD dn_lof_ASD dn_silentCFPK_SCZ dn_damaging_SCZ dn_lof_SCZ mut_silentCFPK dn_lof_CHD dn_damaging_CHD
IRX6 0 0 2.83593e-06 1.46520627137191e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ISCA1 0 0 6.44652e-07 3.32659060560162e-07 0 0 0 0 0 0 0 0 0 3.85858e-07 0 0
ISCA2 0 0 1.02871e-06 4.075872012729e-07 0 0 0 0 0 0 0 0 0 2.08545e-06 0 0
ISCU 0 0 2.20389e-06 4.53075180056263e-07 0 0 0 0 0 0 0 0 0 1.09433e-06 0 0
ISG15 0 0 1.04146e-10 2.34249502782613e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ISG20 0 0 5.8228e-07 4.72957957569489e-07 0 0 0 0 0 0 0 0 0 2.94272e-07 0 0
ISG20L2 0 0 2.24205e-06 7.54314513068335e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ISL1 0 0 3.71231e-06 7.87181582170945e-07 0 0 0 0 0 0 0 0 0 1.98527e-06 0 0
ISL2 0 0 4.38315e-06 6.3087462467937e-07 0 0 0 0 0 0 0 0 0 1.1323e-05 0 0
ISLR 0 0 1.04146e-10 4.47166011093514e-07 0 0 0 0 0 0 0 0 0 3.01271e-06 0 0
ISLR2 0 0 1.3559e-06 1.11029304491901e-06 0 0 0 0 0 0 0 0 0 5.92648e-06 0 0
ISM1 0 0 2.51946e-06 9.85945861997115e-07 0 0 0 0 0 0 0 0 0 1.98032e-06 0 0
ISM1-AS1 0 0 1.04146e-10 9.08644106679885e-08 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ISM2 0 0 3.40824e-06 1.34972941892383e-06 0 0 0 0 0 0 0 0 0 1.66849e-06 0 0
ISOC1 0 0 1.63366e-06 7.5772854289489e-07 0 0 0 0 0 0 0 0 0 4.05532e-06 0 0
ISOC2 0 0 2.46782e-06 5.4405794454519e-07 0 0 0 0 0 0 0 0 0 1.79004e-06 0 0
ISPD 0 0 1.04146e-10 1.08318375694082e-06 0 0 0 0 0 0 0 0 0 2.79349e-06 0 0
IST1 0 0 3.08418e-06 1.0520209078563e-06 0 0 0 0 0 0 0 0 0 2.34599e-08 0 0
ISX 0 0 1.10932e-06 5.0784838256522e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ISY1 0 0 2.97704e-06 1.76671040508075e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ISY1-RAB43 0 0 2.97704e-06 1.77742952630508e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ISYNA1 0 0 1.1034e-05 1.3936270500726e-06 0 0 0 0 0 0 0 0 0 1.58343e-05 0 0
ITCH 0 0 8.11971e-06 3.13119330741889e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITFG1 0 0 3.92135e-06 1.89642582001098e-06 0 0 0 0 0 0 0 0 0 2.4715e-06 0 0
ITFG2 0 0 3.25503e-06 1.29504426022963e-06 0 0 0 1 0 0 0 0 0 1.25912e-06 0 0
ITFG3 0 0 3.24541e-06 1.24689353253236e-06 0 0 0 0 0 0 0 0 0 1.7912e-06 0 0
ITGA1 0 0 5.90933e-06 3.24393301555725e-06 0 0 0 0 0 0 0 0 0 1.06195e-06 0 0
ITGA10 0 0 1.04146e-10 3.7963436282533e-06 0 0 0 0 0 0 0 0 0 2.48972e-07 0 0
ITGA11 0 0 9.69477e-06 3.10597478040958e-06 0 0 1 0 0 0 0 0 0 1.08539e-06 0 0
ITGA2 0 0 5.92439e-06 3.3394523581183e-06 0 0 0 0 0 0 0 0 0 6.90864e-07 0 0
ITGA2B 0 0 1.39863e-07 3.38282283886226e-06 0 0 0 0 0 0 0 0 0 9.59735e-06 0 0
ITGA3 0 0 8.72384e-06 3.4941425838479e-06 0 0 0 0 0 0 0 0 0 3.30602e-06 0 0
ITGA4 0 0 6.66738e-06 2.73093132593525e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITGA5 0 0 9.10535e-06 3.49475077835932e-06 1 0 0 0 0 0 0 0 0 3.47383e-06 0 0
ITGA6 0 0 9.84684e-06 3.41233233837583e-06 0 0 0 0 0 0 0 0 0 1.7231e-06 0 0
ITGA7 0 0 8.64854e-06 3.48705784175227e-06 0 0 0 0 0 0 0 0 0 1.64954e-06 0 1
ITGA8 0 0 7.6607e-06 3.35231191430205e-06 0 0 0 0 1 0 0 0 0 2.62628e-06 0 0
ITGA9 0 0 5.37616e-06 2.66327357090548e-06 0 0 0 0 0 0 0 0 0 3.84489e-06 0 0
ITGAD 0 0 1.04146e-10 3.13414868545939e-06 0 0 0 0 0 0 0 0 0 1.61439e-06 0 0
ITGAE 0 0 1.04146e-10 2.70012327095686e-06 0 0 0 0 0 0 0 0 0 3.62153e-06 0 0
ITGAL 0 0 6.68547e-06 2.87210201774814e-06 0 0 0 0 1 0 0 0 0 1.11606e-10 0 0
ITGAM 0 0 1.04146e-10 3.0188398107858e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITGAV 0 0 7.44166e-06 3.51464450510955e-06 0 0 0 0 0 0 0 0 0 2.03819e-06 0 0
ITGAX 0 0 1.04146e-10 3.13451633972661e-06 0 0 0 0 0 0 0 0 0 5.32209e-06 0 0
ITGB1 0 0 6.51768e-06 2.00708115543139e-06 0 0 1 0 0 0 0 0 0 1.11606e-10 0 0
ITGB1BP1 0 0 1.04146e-10 8.1812830573021e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITGB2 0 0 1.04146e-10 1.95925075287166e-06 0 0 0 0 0 0 0 0 0 2.76028e-06 0 0
ITGB2-AS1 0 0 1.04146e-10 2.0929605879199e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITGB3 0 0 8.21143e-06 2.00751599553579e-06 0 0 0 0 0 0 0 0 0 1.097e-06 0 0
ITGB3BP 0 0 1.04146e-10 8.7274959855694e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITGB4 0 0 1.37186e-05 4.63904944213089e-06 0 0 0 0 0 0 0 0 0 1.88129e-05 0 0
ITGB5 0 0 7.9454e-06 1.78769980208486e-06 0 0 1 0 0 0 0 0 0 1.27484e-06 0 0
ITGB6 0 0 7.5427e-06 1.775331824062e-06 0 0 0 1 0 0 0 0 0 1.11606e-10 0 0
ITGB7 0 0 2.6185e-06 2.12169677365506e-06 0 0 0 0 0 0 0 0 0 5.96916e-06 0 0
ITGB8 0 0 4.8743e-06 1.90589291351136e-06 0 0 0 0 0 0 0 0 0 9.81056e-07 0 0
ITGBL1 0 0 3.33512e-06 1.49981578412093e-06 0 0 0 0 0 0 0 0 0 1.27767e-06 0 0
ITIH1 0 0 7.5316e-06 2.56228939412503e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITIH2 0 0 6.52434e-06 2.11978592452923e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITIH3 0 0 8.2202e-06 1.85657898910185e-06 0 0 0 0 0 0 0 0 0 3.07769e-06 0 0
ITIH4 0 0 5.77857e-06 2.38468361260498e-06 0 0 0 0 0 0 0 0 0 7.79164e-07 0 0
ITIH5 0 0 1.01689e-07 1.9528900533644e-06 0 0 0 0 0 0 0 0 0 8.12161e-07 0 0
ITK 0 0 4.80532e-06 1.98121772509718e-06 0 0 1 0 0 0 0 0 0 1.11606e-10 0 0
ITLN1 0 0 2.15885e-06 9.8494623270353e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITLN2 0 0 1.04146e-10 8.17710309993535e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITM2B 0 0 1.32549e-06 5.4234354157463e-07 0 0 0 0 0 0 0 0 0 1.39148e-06 0 0
ITM2C 0 0 3.2352e-06 7.87211625203625e-07 0 0 0 0 0 0 0 0 0 2.22647e-06 0 0
ITPA 0 0 2.83746e-06 9.0403375400527e-07 0 0 0 0 0 0 0 0 0 1.63781e-06 0 0
ITPK1 0 0 2.9672e-06 1.00789320801104e-06 0 0 0 0 0 0 0 0 0 3.23141e-06 0 0
ITPKA 0 0 6.07089e-06 8.86414337589725e-07 0 0 0 0 0 0 0 0 0 1.36371e-05 0 0
ITPKB 0 0 4.68664e-06 1.54479505641793e-06 0 0 0 0 0 0 0 0 0 9.85851e-06 0 0
ITPKC 0 0 4.12019e-06 1.51507090163135e-06 0 0 0 0 0 0 0 0 0 4.48647e-06 0 0
ITPR1 0 0 3.32545e-05 7.15869087770605e-06 1 0 5 0 1 0 0 0 0 9.50231e-07 0 0
ITPR2 0 0 2.29382e-05 7.0830730001859e-06 0 0 0 0 0 0 0 0 1 1.07048e-06 0 0
ITPR3 0 0 3.16184e-05 5.8467544393893e-06 0 0 0 0 0 0 0 0 0 2.56179e-05 0 0
ITPRIP 0 0 2.95298e-06 1.03171167540199e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITPRIPL1 0 0 3.72723e-07 1.09243033979689e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
ITPRIPL2 0 0 1.04146e-10 7.62580403823105e-07 0 0 0 0 0 0 0 0 0 7.54372e-06 0 0
ITSN1 0 0 1.63223e-05 5.7440502408574e-06 0 0 0 0 0 0 0 0 1 1.11606e-10 0 0
ITSN2 0 0 1.04146e-10 5.73030067063365e-06 0 0 0 0 0 0 0 0 0 8.55382e-07 0 0
IVD 0 0 6.15024e-06 1.14704056929646e-06 0 0 0 0 0 0 0 0 0 2.05107e-06 0 0
IVL 0 0 1.04146e-10 1.43482166437167e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
IVNS1ABP 0 0 2.89459e-06 2.19972809718015e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
IWS1 0 0 3.15023e-06 2.20576351918236e-06 0 0 0 0 0 0 0 0 0 3.49725e-07 0 0
IYD 0 0 1.98291e-06 7.92345026892975e-07 0 0 0 0 0 0 0 0 0 4.72272e-07 0 0
IZUMO1 0 0 1.04146e-10 1.14380706120889e-06 0 0 0 0 0 0 0 0 0 2.00394e-06 0 0
IZUMO2 0 0 1.04146e-10 8.5892065700663e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
IZUMO3 0 0 1.04146e-10 7.66749518940765e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
IZUMO4 0 0 1.04146e-10 7.98149101101935e-07 0 0 0 0 0 0 0 0 0 4.75834e-06 0 0
JAG1 0 0 1.09379e-05 3.27181566177014e-06 0 0 0 0 0 0 0 0 0 4.79707e-06 1 1
JAG2 0 0 5.9083e-06 3.29938193291925e-06 0 0 0 0 0 0 0 0 0 3.23935e-05 0 0
JAGN1 0 0 1.54076e-06 4.47415627543699e-07 0 0 0 0 0 0 0 0 0 1.10472e-06 0 0
JAK1 0 0 1.04146e-10 2.95112707201816e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JAK2 0 0 5.72537e-06 3.42731679804796e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JAK3 0 0 9.74153e-06 3.06073056313891e-06 0 0 0 0 0 0 0 0 0 1.09882e-05 0 0
JAKMIP1 0 0 7.99902e-06 2.6262016186538e-06 0 0 0 0 0 1 0 0 0 1.21614e-06 0 0
JAKMIP2 0 0 6.89142e-06 3.0293776185231e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JAKMIP2-AS1 0 0 1.04146e-10 1.40678053534345e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JAKMIP3 0 0 4.76444e-06 2.65626071689759e-06 0 0 0 0 0 0 0 0 0 9.94473e-06 0 0
JAM2 0 0 1.42672e-06 1.23531505066325e-06 0 0 0 0 0 0 0 0 0 4.29604e-07 0 0
JAM3 0 0 2.08632e-06 9.1157464562985e-07 0 0 0 0 0 0 0 0 0 7.38055e-07 0 0
JARID2 0 0 4.32484e-06 2.80289660235508e-06 0 0 0 0 0 1 0 0 0 1.63295e-06 0 0
JAZF1 0 0 6.19052e-07 6.85665708044965e-07 0 0 0 0 0 0 0 0 0 1.08899e-06 0 0
JAZF1-AS1 0 0 1.04146e-10 1.36408642047403e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JDP2 0 0 2.88233e-07 6.5400956159588e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JHDM1D 0 0 3.60956e-06 2.54575762523798e-06 0 0 0 0 0 0 0 0 0 3.0441e-06 0 0
JKAMP 0 0 2.04674e-06 9.31319591298625e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JMJD1C 0 0 1.07777e-05 5.36711642174145e-06 0 0 0 1 0 0 0 0 0 1.73291e-06 0 0
JMJD4 0 0 2.77369e-06 1.02579237222113e-06 0 0 0 0 0 0 0 0 0 5.29926e-06 0 0
JMJD6 0 0 4.02235e-06 1.01043455011874e-06 0 0 0 0 0 0 0 0 0 2.41754e-06 0 0
JMJD7 0 0 3.19156e-06 8.6255948792474e-07 0 0 0 0 0 0 0 0 0 2.52048e-06 0 0
JMJD7-PLA2G4B 0 0 8.68576e-06 2.55233400256822e-06 0 0 0 0 0 0 0 0 0 4.43224e-06 0 0
JMJD8 0 0 2.32728e-06 7.24184341793925e-07 0 0 0 0 0 0 0 0 0 6.83102e-06 0 0
JMY 0 0 3.80586e-06 2.64354670718028e-06 0 0 0 0 0 0 0 0 0 7.33516e-06 0 0
JOSD1 0 0 1.3873e-06 5.7122801863113e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JOSD2 0 0 1.04146e-10 4.57653682715942e-07 0 0 0 0 0 0 0 0 0 1.78434e-06 0 0
JPH1 0 0 6.42335e-06 1.01125454480274e-06 0 0 0 0 0 0 0 0 0 4.07225e-06 0 0
JPH2 0 0 4.27516e-06 1.21612475641638e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JPH3 0 0 7.59979e-06 1.3727468037205e-06 0 0 0 0 1 0 0 0 0 2.16273e-05 0 0
JPH4 0 0 1.04146e-10 1.63415145450456e-06 0 0 0 0 0 0 0 0 0 9.4282e-06 0 0
JRK 0 0 1.04146e-10 7.82688477785055e-07 0 0 0 0 0 0 0 0 0 2.31972e-06 0 0
JRKL 0 0 8.80439e-07 1.11966742000334e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JRKL-AS1 0 0 1.04146e-10 1.77137508123404e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
JSRP1 0 0 1.04146e-10 7.5797396928871e-07 0 0 0 0 0 0 0 0 0 8.51953e-06 0 0
JTB 0 0 7.72347e-07 4.6304508755387e-07 0 0 0 0 0 0 0 0 0 4.31278e-07 0 0
JUN 0 0 2.20175e-06 4.39671960555802e-07 0 0 0 0 0 0 0 0 0 1.00533e-05 0 0
JUNB 0 0 1.04146e-10 2.84471758967507e-07 0 0 0 0 0 0 0 0 0 1.16421e-05 0 0
JUND 0 0 1.04146e-10 2.71801615325836e-07 0 0 0 0 0 0 0 0 0 1.50203e-05 0 0
JUP 0 0 1.10466e-05 1.46009692931385e-06 0 0 1 0 0 1 0 0 0 1.63753e-06 0 0
KAAG1 0 0 3.42364e-07 8.2905369188563e-08 0 0 0 0 0 0 0 0 0 4.53524e-08 0 0
KALRN 0 0 2.71614e-05 7.8119317515179e-06 0 0 1 1 0 0 0 0 0 8.91284e-07 0 0
KANK1 0 0 7.51351e-06 2.74849544680439e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KANK2 0 0 1.04146e-10 1.95729027724693e-06 0 0 0 0 0 0 0 0 0 2.11754e-06 0 0
KANK3 0 0 1.04146e-10 1.80108216297838e-06 0 0 0 0 0 0 0 0 0 2.135e-05 0 0
KANK4 0 0 4.47363e-07 1.7809587897504e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KANSL1 0 0 4.27678e-06 3.00688095782122e-06 0 0 0 8 0 0 0 0 0 1.14178e-06 1 0
KANSL1-AS1 0 0 1.04146e-10 4.57662166546011e-08 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KANSL1L 0 0 2.21982e-06 2.73638293126249e-06 0 0 0 1 0 0 0 0 0 1.11606e-10 0 0
KANSL2 0 0 1.77109e-06 1.74844586192271e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KANSL3 0 0 3.4364e-06 2.13604740169679e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KARS 0 0 6.56181e-06 1.51939426499252e-06 0 0 0 0 0 0 0 0 0 6.99318e-07 0 0
KAT2A 0 0 8.34294e-06 2.34495209541703e-06 0 0 0 0 0 0 0 0 0 4.59536e-06 0 0
KAT2B 0 0 5.38032e-06 2.76600310696267e-06 0 0 1 0 0 1 0 0 0 4.55963e-06 0 0
KAT5 0 0 6.47579e-06 1.76642888655914e-06 0 0 0 0 0 0 0 0 0 3.23619e-06 0 0
KAT6A 0 0 8.19276e-06 5.14191440557725e-06 0 1 0 8 0 1 0 0 0 1.61044e-06 1 0
KAT6B 0 0 7.61412e-06 4.3331073243742e-06 0 5 0 8 0 0 0 0 0 1.11606e-10 1 0
KAT7 0 0 3.81644e-06 2.01769792248676e-06 0 0 0 0 0 0 0 0 0 1.30901e-07 0 0
KAT8 0 0 5.78922e-06 1.50724675044509e-06 0 0 0 0 0 0 0 0 0 7.09674e-06 0 0
KATNA1 0 0 5.05894e-06 1.83014852289169e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KATNAL1 0 0 4.11836e-06 1.28048358437652e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KATNAL2 0 0 3.55401e-06 1.44799592812122e-06 0 0 0 0 0 2 0 0 0 2.24054e-07 0 0
KATNB1 0 0 5.42846e-06 2.01601833909851e-06 0 0 0 0 0 0 0 0 0 7.55926e-06 0 0
KATNBL1 0 0 7.97131e-07 8.8766842813763e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KAZALD1 0 0 2.51952e-06 6.636798278005e-07 0 0 0 0 0 0 0 0 0 4.31452e-06 0 0
KAZN 0 0 3.263e-06 2.32381582074498e-06 0 0 0 0 1 0 0 0 0 7.69181e-06 0 0
KBTBD11 0 0 5.03399e-06 8.70593189501355e-07 0 0 0 0 0 0 0 0 0 2.35915e-05 0 0
KBTBD12 0 0 7.51632e-07 1.48513855058631e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KBTBD13 0 0 1.04146e-10 5.99891945601675e-07 0 0 0 0 0 0 0 0 0 4.07758e-06 0 0
KBTBD2 0 0 1.7527e-06 1.57876744731726e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KBTBD3 0 0 1.61475e-06 1.23532786708063e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KBTBD4 0 0 1.63967e-06 1.08645369204559e-06 0 0 0 0 1 0 0 0 0 2.16259e-06 0 0
KBTBD6 0 0 2.76051e-06 1.09530422188654e-06 0 0 0 0 0 0 0 0 0 1.44658e-06 0 0
KBTBD7 0 0 6.35694e-07 1.34141756298e-06 0 0 0 0 0 0 0 0 0 1.18809e-06 0 0
KBTBD8 0 0 1.97944e-06 1.25568021226637e-06 0 0 0 0 0 0 0 0 0 3.50393e-07 0 0
KCMF1 0 0 1.13952e-06 8.8742215334801e-07 0 0 0 0 0 0 0 0 0 4.44005e-08 0 0
KCNA1 0 0 6.81519e-06 6.26146733810655e-07 1 0 0 0 0 0 0 0 0 4.87753e-06 0 0
KCNA10 0 0 4.62636e-06 3.90545477336943e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNA2 0 0 6.4285e-06 1.22623410595666e-06 0 0 0 0 0 0 0 0 0 3.73969e-07 0 0
KCNA3 0 0 1.04146e-10 8.6786786075268e-07 0 0 0 0 0 0 0 0 0 6.92547e-06 1 0
KCNA4 0 0 4.42577e-06 8.0014162137843e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNA5 0 0 4.00651e-06 7.60653817259875e-07 0 0 0 0 0 0 0 0 0 6.942e-06 0 0
KCNA6 0 0 7.51193e-06 8.80525326260245e-07 0 0 0 0 0 0 0 0 0 3.96151e-06 0 0
KCNA7 0 0 6.53353e-06 5.7421429622759e-07 0 0 0 0 0 0 0 0 0 8.87915e-06 0 0
KCNAB1 0 0 3.01124e-06 1.56693371305398e-06 0 0 0 0 0 0 0 0 0 9.79615e-07 0 0
KCNAB1-AS1 0 0 1.04146e-10 9.54063859839795e-08 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNAB1-AS2 0 0 1.04146e-10 1.38132901427632e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNAB2 0 0 4.86413e-06 1.51070826012225e-06 0 0 0 0 0 0 0 0 0 3.37277e-06 0 0
KCNAB3 0 0 2.88954e-06 1.96503698950825e-06 0 0 0 0 0 0 0 0 0 4.98089e-06 0 0
KCNB1 0 0 7.20922e-06 1.38445264704399e-06 0 0 2 1 0 0 0 0 0 1.03668e-06 0 0
KCNB2 0 0 3.55116e-06 1.58811583641679e-06 0 0 0 0 0 0 0 0 0 8.50652e-07 0 0
KCNC1 0 0 7.73283e-06 8.67854936992555e-07 0 0 0 0 0 0 0 0 0 8.16933e-06 0 0
KCNC2 0 0 3.72831e-06 1.23022283335672e-06 0 0 0 0 0 0 0 0 0 7.31506e-06 0 0
KCNC3 0 0 1.04146e-10 1.05226577881227e-06 0 0 0 0 0 0 0 0 0 1.98299e-05 0 0
KCNC4 0 0 7.43322e-06 1.10142718146134e-06 0 0 0 1 0 0 0 0 0 8.35024e-06 0 0
KCND2 0 0 6.78189e-06 1.61187637341026e-06 0 0 0 0 1 0 0 0 0 1.11606e-10 0 0
KCND3 0 0 9.2561e-06 1.07906395843179e-06 1 0 1 0 2 0 0 0 0 1.11606e-10 0 0
KCNE1 0 0 7.17286e-07 3.87109178989159e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNE2 0 0 2.47372e-07 2.86809390616576e-07 0 0 0 1 0 0 0 0 0 1.11606e-10 0 0
KCNE3 0 0 3.57422e-07 1.61249810706406e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNE4 0 0 9.55484e-09 2.67758888486257e-07 0 0 0 0 0 0 0 0 0 3.94269e-07 0 0
KCNF1 0 0 4.37129e-06 5.1174235453368e-07 0 0 0 0 0 0 0 0 0 5.10403e-06 0 0
KCNG1 0 0 8.32539e-06 7.10991491921765e-07 0 0 0 0 0 0 0 0 0 5.87468e-07 0 0
KCNG2 0 0 1.04146e-10 6.69311371099415e-07 0 0 0 0 0 0 0 0 0 7.43538e-06 0 0
KCNG3 0 0 5.3965e-06 6.1435333941225e-07 0 0 0 0 0 0 0 0 0 1.72993e-06 0 0
KCNG4 0 0 7.65121e-06 7.26297165831005e-07 1 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNH1 0 0 8.11397e-06 1.90859348122776e-06 3 0 4 0 0 0 0 0 0 3.74496e-07 0 0
KCNH2 0 0 1.32318e-05 2.45586791528824e-06 0 0 0 0 0 0 0 0 0 2.63181e-05 0 0
KCNH3 0 0 8.22836e-06 2.37577348930694e-06 0 0 0 0 0 0 0 0 0 1.23055e-05 0 0
KCNH4 0 0 2.23718e-06 2.36162092222408e-06 0 0 0 0 0 0 0 0 0 6.24288e-06 0 0
KCNH5 0 0 7.46102e-06 2.41718198505352e-06 0 0 0 0 0 0 0 0 0 4.71975e-07 0 0
KCNH6 0 0 1.15059e-05 2.0708232299377e-06 0 0 0 0 0 0 0 0 0 5.69894e-06 0 1
KCNH7 0 0 8.90141e-06 3.25615567071343e-06 0 0 0 0 1 0 0 0 0 1.11606e-10 0 0
KCNH8 0 0 1.04146e-10 2.84874432852567e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNIP1 0 0 1.91607e-06 8.7415141717741e-07 0 0 0 0 0 0 0 0 0 3.43477e-07 0 0
KCNIP2 0 0 2.41887e-06 1.26745490591498e-06 0 0 0 0 0 0 0 0 0 2.50044e-06 0 0
KCNIP3 0 0 1.87635e-06 6.9341981331589e-07 0 0 0 0 0 0 0 0 0 1.91592e-06 0 0
KCNIP4 0 0 1.46305e-06 7.35692238455185e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNJ1 0 0 3.08835e-06 6.9598500890018e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNJ10 0 0 3.54002e-06 6.10286754396795e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNJ11 0 0 5.74748e-06 3.53630320193811e-07 0 0 0 0 0 0 0 0 0 2.84768e-07 0 0
KCNJ12 0 0 7.99154e-06 6.0160776868509e-07 0 0 0 0 0 0 1 0 0 1.01743e-05 0 0
KCNJ13 0 0 1.856e-06 8.192680241981e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNJ14 0 0 6.61191e-06 5.82720085921675e-07 0 0 0 0 0 0 0 0 0 2.94256e-06 0 0
KCNJ15 0 0 3.10778e-06 7.6461872814009e-07 0 0 0 0 1 0 0 0 0 1.11606e-10 0 0
KCNJ16 0 0 3.30142e-06 1.11781801346424e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 1
KCNJ18 0 0 7.99154e-06 6.0229328777058e-07 0 0 0 0 0 0 0 0 0 1.01743e-05 0 0
KCNJ2 0 0 5.11932e-06 8.73221754275095e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNJ3 0 0 5.95533e-06 1.09012530045333e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNJ4 0 0 8.2436e-06 5.1988777597564e-07 0 0 0 0 0 0 0 0 0 6.33109e-06 0 0
KCNJ5 0 0 6.00355e-06 6.74063911489645e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNJ6 0 0 1.04146e-10 7.8325939672574e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNJ8 0 0 3.96167e-06 1.00288412709799e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNJ9 0 0 7.35366e-06 6.58494197679065e-07 0 0 0 0 0 0 0 0 0 1.02128e-05 0 0
KCNK1 0 0 2.32171e-06 5.446017026385e-07 0 0 0 0 0 0 0 0 0 2.89694e-06 0 0
KCNK10 0 0 2.72313e-06 1.11581742104641e-06 0 0 0 0 0 0 0 0 0 3.4944e-07 0 0
KCNK12 0 0 4.66924e-06 4.40408552874845e-07 0 0 0 0 0 0 0 0 0 1.4727e-05 0 0
KCNK13 0 0 1.0812e-06 6.6201872486167e-07 0 0 0 0 0 0 0 0 0 3.8193e-06 0 0
KCNK15 0 0 1.89669e-06 4.64516409380693e-07 0 0 0 0 0 0 0 0 0 3.14651e-06 0 0
KCNK16 0 0 1.60613e-06 7.25919213509165e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNK17 0 0 1.11028e-06 9.6804199449357e-07 0 0 0 0 0 0 0 0 0 2.57868e-06 0 0
KCNK18 0 0 1.08781e-06 5.76966499034625e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNK2 0 0 2.10996e-06 1.04371651826538e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
KCNK3 0 0 4.38417e-06 5.87432686585805e-07 0 0 1 0 0 0 0 0 0 9.51296e-06 0 0
KCNK4 0 0 2.61092e-06 1.05923438852571e-06 0 0 0 0 0 0 0 0 0 9.02516e-06 0 0
KCNK5 0 0 1.89897e-06 7.98979156587195e-07 0 0 0 0 0 0 0 0 0 1.12458e-06 0 0
