geneName dn_damaging_EPI dn_lof_EPI mut_damaging mut_lof dn_damaging_ID dn_lof_ID dn_damaging_DD dn_lof_DD dn_damaging_ASD dn_lof_ASD dn_silentCFPK_SCZ dn_damaging_SCZ dn_lof_SCZ mut_silentCFPK dn_lof_CHD dn_damaging_CHD
CHCHD10 0 0 1.88484e-06 2.86208508643324e-07 0 0 0 0 0 0 0 0 0 3.84743e-06 0 0
CHCHD2 0 0 7.86374e-07 4.73659113698184e-07 0 0 0 0 0 0 0 0 0 3.19747e-07 0 0
CHCHD3 0 0 1.13741e-07 1.06082575566494e-06 0 0 0 0 0 0 0 0 0 6.33758e-07 0 0
CHCHD4 0 0 1.21264e-06 4.42399232689465e-07 0 0 0 0 0 0 0 0 0 5.79606e-08 0 0
CHCHD5 0 0 3.18536e-09 3.85134466847245e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHCHD6 0 0 1.19179e-06 6.54285772525355e-07 0 0 0 0 0 0 0 0 0 6.71717e-07 0 0
CHCHD7 0 0 1.04146e-10 4.72552750998928e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHD1 0 0 1.04146e-10 4.91396640974577e-06 0 0 0 0 0 1 0 0 0 1.11606e-10 0 0
CHD1L 0 0 6.11154e-06 2.83956499091249e-06 0 0 0 0 0 0 0 0 0 1.15327e-06 0 0
CHD2 0 1 1.04146e-10 5.77591540462115e-06 0 2 0 6 0 5 0 0 0 1.11606e-10 0 0
CHD3 0 0 1.43599e-05 6.53980174660845e-06 0 0 3 1 0 0 0 0 0 9.90084e-06 0 0
CHD4 0 0 2.46874e-05 5.8352561741351e-06 0 0 5 1 0 0 0 1 0 1.12537e-06 0 1
CHD5 0 0 2.21483e-05 5.04259448594875e-06 0 0 0 2 1 0 0 0 0 2.43604e-05 0 0
CHD6 0 0 1.88352e-05 6.40035576909265e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHD7 0 0 1.64936e-05 7.5270932316448e-06 0 1 2 2 1 1 0 0 0 2.88863e-06 2 0
CHD8 0 0 2.00668e-05 7.3524426636848e-06 0 1 0 3 3 12 0 0 1 1.11606e-10 0 0
CHD9 0 0 2.11897e-05 7.5566021038946e-06 1 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHDH 0 0 8.57442e-06 1.31354220263263e-06 0 0 0 0 0 0 0 0 0 4.82189e-07 0 0
CHEK1 0 0 2.97937e-06 1.35502972586992e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHEK2 0 0 3.5681e-06 1.56753664391426e-06 0 0 0 0 0 0 0 0 0 3.06436e-07 0 0
CHEK2P2 0 0 1.04146e-10 2.26734900005173e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHERP 0 0 1.04146e-10 2.58180452165279e-06 0 0 0 0 0 0 0 0 0 9.64883e-06 0 0
CHFR 0 0 6.29697e-06 1.98289252159277e-06 0 0 0 0 0 0 0 0 0 2.45602e-06 0 0
CHGA 0 0 2.2423e-06 1.27376524889357e-06 0 0 0 0 0 0 0 0 0 3.37746e-06 0 0
CHGB 0 0 9.23849e-07 1.64973212231655e-06 0 0 0 0 0 0 0 0 0 4.35022e-07 0 0
CHI3L1 0 0 2.62992e-06 9.24110708085715e-07 0 0 0 0 0 0 0 0 0 1.81089e-07 0 0
CHI3L2 0 0 3.66819e-07 8.9819617662332e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHIA 0 0 7.61742e-07 1.29872577325209e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHIAP2 0 0 1.04146e-10 4.42010236744597e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHIC2 0 0 8.71365e-07 6.2339364450666e-07 0 0 0 0 0 0 0 0 0 1.50339e-06 0 0
CHID1 0 0 3.7852e-06 1.49213712492161e-06 0 0 0 0 0 0 0 0 0 1.7953e-06 0 0
CHIT1 0 0 2.07315e-06 1.44982576618896e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHKA 0 0 3.44652e-06 1.30358666367511e-06 0 0 0 0 0 0 0 0 0 4.98019e-06 0 0
CHKB 0 0 4.03709e-06 1.29259522422791e-06 0 0 0 0 0 0 0 0 0 5.1507e-06 0 0
CHKB-CPT1B 0 0 1.04146e-10 1.32420984943034e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHL1 0 0 7.39449e-06 2.87377106623595e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHML 0 0 1.04146e-10 8.5329114381986e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHMP1A 0 0 1.04146e-10 1.32816948108021e-06 0 0 0 0 0 0 0 0 0 1.38535e-07 0 0
CHMP1B 0 0 1.04146e-10 2.71065772126893e-07 0 0 0 0 0 0 0 0 0 6.76176e-07 0 0
CHMP2A 0 0 2.67336e-06 5.35819350494815e-07 0 1 0 0 0 0 0 1 0 1.26701e-06 0 0
CHMP2B 0 0 1.30796e-06 8.2533569758968e-07 0 0 0 0 0 0 0 0 0 2.92412e-07 0 0
CHMP3 0 0 1.84824e-06 6.63220365308345e-07 0 0 0 0 0 0 0 0 0 2.22372e-07 0 0
CHMP4A 0 0 4.049e-07 5.6855226125026e-07 0 0 0 0 0 0 0 0 0 1.43909e-06 0 0
CHMP4B 0 0 2.31582e-06 4.37044394996606e-07 0 0 1 0 0 0 0 0 0 1.99137e-06 0 0
CHMP4C 0 0 1.37704e-06 9.575696713994e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHMP5 0 0 1.5834e-06 8.1135761255572e-07 0 0 0 0 0 0 0 0 0 6.2496e-07 0 0
CHMP6 0 0 1.82556e-06 6.7547361720712e-07 0 0 0 0 0 0 0 0 0 2.507e-06 0 0
CHMP7 0 0 2.02776e-06 1.21239822376469e-06 0 0 0 1 0 0 0 0 0 2.38172e-06 0 0
CHN1 0 0 3.41842e-06 1.30131106998462e-06 0 0 0 0 0 0 0 0 0 7.07923e-08 0 0
CHN2 0 0 4.17953e-06 1.2330459223866e-06 0 0 0 0 0 0 0 0 0 6.92021e-07 0 0
CHODL 0 0 1.71982e-06 9.9596281627446e-07 0 0 0 0 0 0 0 0 0 1.08086e-06 0 0
CHODL-AS1 0 0 1.04146e-10 9.27822279269795e-08 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHORDC1 0 0 2.4532e-06 1.01635536224737e-06 0 0 1 0 0 0 0 0 0 5.5994e-07 0 0
CHP1 0 0 1.75621e-06 7.74077939530585e-07 0 0 0 0 0 0 0 0 0 6.21703e-07 0 0
CHP2 0 0 1.54152e-06 6.8196283241065e-07 0 0 0 0 0 0 0 0 0 8.96806e-07 0 0
CHPF 0 0 9.65413e-06 1.45425594101666e-06 0 0 1 0 0 0 0 0 0 1.7266e-05 0 0
CHPF2 0 0 9.13463e-06 2.10109983651173e-06 0 0 0 0 0 0 0 0 0 4.42351e-06 0 0
CHPT1 0 0 3.57363e-06 9.2675183782952e-07 0 0 0 0 0 0 0 0 0 3.49753e-06 0 0
CHRAC1 0 0 8.0195e-07 3.65924296320065e-07 0 0 0 0 0 0 0 0 0 1.3436e-06 0 0
CHRD 0 0 7.39957e-06 2.90562638656031e-06 0 0 0 0 0 0 0 0 0 1.44094e-05 0 0
CHRDL2 0 0 2.63638e-06 1.32084515862848e-06 0 0 0 0 0 0 0 0 0 9.04102e-08 0 0
CHRFAM7A 0 0 4.68666e-06 9.5821272769751e-07 0 0 0 0 1 0 0 0 0 6.55769e-07 0 0
CHRM1 0 0 1.76354e-06 7.3874239117524e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHRM2 0 0 3.3608e-06 7.2326124082549e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHRM3 0 0 3.7648e-06 1.28130022119742e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHRM4 0 0 1.04146e-10 6.44643475625855e-07 0 0 0 0 0 0 0 0 0 7.14732e-06 0 0
CHRM5 0 0 3.56818e-06 1.20026900209079e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHRNA1 0 0 4.4592e-06 9.86589483972365e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHRNA10 0 0 3.32367e-06 9.40743225084935e-07 0 0 1 0 0 0 0 0 0 1.11606e-10 0 0
CHRNA2 0 0 6.26983e-06 8.7302447144415e-07 0 0 0 0 0 0 0 0 0 8.04999e-07 0 0
CHRNA3 0 0 6.10433e-06 1.04442245315604e-06 0 0 0 0 0 0 0 0 0 1.6733e-06 0 0
CHRNA4 0 0 7.89003e-06 1.12299704225423e-06 0 0 1 0 0 0 0 0 0 1.35137e-05 0 0
CHRNA5 0 0 4.42417e-06 7.2966292962978e-07 0 0 0 0 0 0 0 0 0 1.63178e-06 0 0
CHRNA6 0 0 4.75459e-06 8.7379032628747e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHRNA7 0 0 6.09006e-06 1.13364770059657e-06 0 0 0 0 0 0 0 0 0 4.17279e-06 0 0
CHRNA9 0 0 4.58517e-06 8.7259989275047e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHRNB1 0 0 3.39496e-06 1.18461656051624e-06 0 0 0 0 0 0 0 0 0 7.55879e-06 0 0
CHRNB2 0 0 7.68174e-06 9.6790555551209e-07 0 0 0 0 0 0 0 0 0 1.3969e-06 0 0
CHRNB3 0 0 4.9563e-06 9.4360319387628e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHRNB4 0 0 6.35358e-06 1.12117064529039e-06 0 0 0 0 0 0 0 0 0 1.17128e-06 0 0
CHRND 0 0 4.88782e-06 1.44147198450339e-06 0 0 0 0 1 0 0 0 0 3.65181e-06 0 0
CHRNE 0 0 5.69347e-06 1.52718943975418e-06 0 0 0 0 0 0 0 0 0 1.15088e-05 0 0
CHRNG 0 0 4.29454e-06 1.64442389544679e-06 0 0 1 0 1 0 1 0 1 2.42994e-06 0 0
CHST1 0 0 5.39932e-06 9.66813713267345e-07 0 0 0 0 0 0 0 0 0 3.8414e-06 0 0
CHST10 0 0 2.23787e-06 1.02271104357832e-06 0 0 0 1 0 0 0 0 0 1.11606e-10 0 0
CHST11 0 0 4.47684e-06 7.09695935842285e-07 0 0 0 0 0 0 0 0 0 4.09667e-07 0 0
CHST12 0 0 4.7693e-06 6.9144428609162e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHST13 0 0 2.68704e-06 3.91444519196904e-07 0 0 0 0 0 0 0 0 0 4.27481e-06 0 0
CHST14 0 0 2.66819e-06 5.6154342908085e-07 0 0 0 0 0 0 0 0 0 6.55968e-06 0 0
CHST15 0 0 2.9136e-06 1.33622188089157e-06 0 0 0 0 0 0 0 0 0 1.78645e-06 0 0
CHST2 0 0 3.35876e-06 9.6582601513494e-07 0 0 0 0 0 0 0 0 0 8.70949e-06 0 0
CHST3 0 0 5.6233e-06 6.7974582858945e-07 0 0 0 0 0 0 0 0 0 3.69642e-06 0 0
CHST4 0 0 4.50729e-06 9.7662733721218e-07 0 0 0 0 0 0 0 0 0 5.65299e-07 0 0
CHST5 0 0 6.23548e-06 9.04521742505195e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHST6 0 0 5.99625e-06 8.29011504233045e-07 0 0 0 0 0 0 0 0 0 1.75215e-06 0 0
CHST8 0 0 4.5151e-06 8.0604643521076e-07 0 0 0 0 0 0 0 0 0 8.3223e-07 0 0
CHST9 0 0 1.49834e-07 1.09909033703244e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHSY1 0 0 6.54311e-06 1.4799602280051e-06 0 0 0 0 1 0 0 1 0 4.21131e-06 0 0
CHSY3 0 0 3.20429e-06 1.84072480779848e-06 0 0 0 0 0 0 0 0 0 6.54337e-06 0 0
CHTF18 0 0 8.3344e-06 3.05167089188834e-06 0 0 0 0 0 0 0 0 0 1.19425e-05 0 0
CHTF8 0 0 1.04146e-10 2.6621673307124e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHTOP 0 0 4.30573e-07 1.48315685392589e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CHUK 0 0 3.15731e-06 2.16593289797178e-06 0 1 0 0 0 0 0 0 0 1.21352e-06 0 0
CHURC1 0 0 1.23108e-06 7.11609651627725e-07 0 0 0 0 0 0 0 0 0 1.0151e-06 0 0
CHURC1-FNTB 0 0 5.40379e-06 1.45812933360077e-06 0 0 1 0 0 0 0 0 0 1.20941e-06 0 0
CIAO1 0 0 2.84527e-06 8.7351015571503e-07 0 0 0 0 0 0 0 0 0 1.49526e-06 0 0
CIAPIN1 0 0 2.76831e-06 8.29469645397895e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CIB1 0 0 1.83478e-06 7.1241120427327e-07 0 0 0 0 0 0 0 0 0 1.76897e-06 0 0
CIB2 0 0 1.7225e-06 5.5060557370218e-07 0 0 0 0 0 0 0 0 0 2.303e-07 0 0
CIB3 0 0 1.82184e-06 4.99638700812442e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CIB4 0 0 1.20785e-06 6.4405883504109e-07 0 0 0 0 0 0 0 0 0 2.82043e-07 0 0
CIC 0 0 1.04146e-10 2.53926492916787e-06 0 0 0 0 0 1 0 0 0 1.92224e-05 0 0
CIDEA 0 0 9.05896e-07 4.76014754710908e-07 0 0 0 0 0 0 0 0 0 2.08478e-07 0 0
CIDEB 0 0 1.69666e-06 7.6899147281734e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CIDEC 0 0 2.02058e-06 6.6441647314451e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CIDECP 0 0 1.04146e-10 8.8901574696264e-08 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CIITA 0 0 3.07353e-06 2.70160504126798e-06 0 0 0 0 0 0 0 0 0 8.01695e-06 0 0
CILP 0 0 1.12211e-05 2.08713487239982e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CILP2 0 0 1.44993e-05 2.54184895598389e-06 0 0 0 0 0 0 0 0 0 8.34481e-06 0 0
CINP 0 0 1.07065e-06 7.8665009920402e-07 0 0 0 0 0 0 0 0 0 4.50285e-07 0 0
CIR1 0 0 2.38648e-06 1.46270770186854e-06 0 0 0 0 0 0 0 0 0 2.40051e-07 0 0
CIRBP 0 0 4.70415e-07 9.12532502033245e-07 0 0 0 0 0 0 0 0 0 2.37977e-06 0 0
CIRBP-AS1 0 0 1.04146e-10 4.59571866358552e-08 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CIRH1A 0 0 4.2389e-06 2.19517919381025e-06 0 0 0 0 0 0 0 0 0 1.12209e-06 0 0
CISD1 0 0 5.18182e-07 3.88334550398477e-07 0 0 0 0 0 0 0 0 0 1.58782e-07 0 0
CISD2 0 0 7.27738e-07 2.31499297328431e-07 0 0 0 0 0 0 0 0 0 6.4382e-07 0 0
CISD3 0 0 1.04146e-10 2.65704203763148e-07 0 0 0 0 0 0 0 0 0 1.04545e-06 0 0
CISH 0 0 2.2617e-06 6.56208298972555e-07 0 0 0 0 0 0 0 0 0 1.23323e-07 0 0
CIT 0 0 6.95891e-06 6.58741745626535e-06 0 0 0 0 0 0 0 0 0 1.42204e-06 0 0
CITED2 0 0 9.59093e-08 3.948724907716e-07 0 0 0 0 0 0 0 0 0 3.51246e-06 0 0
CITED4 0 0 1.04146e-10 1.31042240574791e-07 0 0 0 0 0 0 0 0 0 9.13775e-06 0 0
CIZ1 0 0 3.47792e-07 3.05065294625573e-06 0 0 0 0 0 0 0 0 0 1.19566e-06 0 0
CKAP2 0 0 1.36773e-06 1.40528173997054e-06 0 0 0 0 0 0 0 0 0 6.66946e-07 0 0
CKAP2L 0 0 1.90615e-06 1.43137860340325e-06 0 0 0 1 0 0 0 0 0 4.65245e-07 0 0
CKAP4 0 0 1.80506e-06 7.40431850474975e-07 0 0 0 0 0 0 0 0 0 7.30546e-06 0 0
CKAP5 0 0 1.30879e-05 5.2895906423271e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CKB 0 0 5.26682e-06 9.53054384629785e-07 0 0 0 1 0 0 0 0 0 1.0928e-05 0 0
CKLF 0 0 1.04146e-10 3.60886281970343e-07 0 0 0 0 0 0 0 0 0 5.30488e-07 0 0
CKLF-CMTM1 0 0 5.78352e-08 4.33307892473672e-07 0 0 0 0 0 0 0 0 0 1.22975e-06 0 0
CKM 0 0 4.29961e-06 6.82100698215065e-07 0 0 0 0 0 0 0 0 0 2.50162e-06 0 0
CKMT1A 0 0 1.04146e-10 1.99599062586349e-06 0 0 0 0 0 0 0 0 0 1.41212e-06 0 0
CKMT1B 0 0 6.1996e-06 1.99511413679675e-06 0 0 0 0 0 0 0 0 0 1.45271e-06 0 0
CKMT2 0 0 5.97369e-06 1.5027434090507e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CKS1B 0 0 1.04146e-10 3.15729068988969e-07 0 0 0 0 0 0 0 0 0 6.6623e-07 0 0
CKS2 0 0 1.04146e-10 3.69820591623457e-07 0 0 0 0 0 0 0 0 0 5.52151e-07 0 0
CLASP1 0 0 1.25999e-05 5.4990141192692e-06 0 0 0 0 1 0 0 0 0 7.72729e-07 0 0
CLASP2 0 0 1.13166e-05 5.13066426442105e-06 0 0 1 0 0 0 0 0 0 1.91163e-06 0 0
CLASRP 0 0 1.04146e-10 2.93644233741037e-06 0 0 0 0 0 0 0 0 0 6.48129e-06 0 0
CLC 0 0 1.04146e-10 5.02743499819875e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLCA1 0 0 5.85581e-06 2.22833118470118e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLCA2 0 0 4.92501e-06 2.33123442181414e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLCA3P 0 0 1.04146e-10 6.3052651621099e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLCA4 0 0 5.00849e-06 1.67470349986964e-06 0 0 0 0 0 0 0 0 0 3.83001e-07 0 0
CLCC1 0 0 3.06557e-06 1.53023880178945e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLCF1 0 0 1.04146e-10 5.54205949625435e-07 0 0 0 0 0 0 0 0 0 2.63043e-06 0 0
CLCN1 0 0 7.16616e-06 2.52518225915297e-06 0 0 0 0 0 0 0 0 1 3.13641e-06 0 0
CLCN2 0 0 1.05277e-05 2.44411641318669e-06 0 0 0 0 0 0 0 0 0 4.39498e-06 0 0
CLCN3 0 0 6.03533e-06 2.09897039230416e-06 0 0 0 0 0 0 0 0 0 3.37571e-07 0 0
CLCN6 0 0 5.77148e-06 2.52207569626334e-06 0 0 0 0 0 0 0 0 0 2.87929e-06 0 0
CLCN7 0 0 1.08073e-05 2.27912123523321e-06 1 0 0 0 0 0 0 0 0 1.17817e-05 0 0
CLCNKA 0 0 4.94511e-06 1.81065313164822e-06 0 0 0 0 0 0 0 0 0 7.51062e-06 0 0
CLCNKB 0 0 5.66277e-06 2.04746591110793e-06 0 0 0 0 0 0 0 0 0 7.76252e-06 0 0
CLDN1 0 0 1.85537e-06 4.92562890465012e-07 0 0 0 0 0 0 0 0 0 1.18089e-06 0 0
CLDN10 0 0 1.72501e-06 7.46205812688865e-07 0 0 0 0 0 0 0 0 0 2.14577e-06 0 0
CLDN10-AS1 0 0 1.04146e-10 1.35781594399004e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLDN11 0 0 1.51835e-06 3.53895005939122e-07 0 0 0 0 0 0 0 0 0 1.66658e-06 0 0
CLDN12 0 0 1.04146e-10 6.54581216493e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLDN14 0 0 2.35887e-06 5.76915350947475e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLDN15 0 0 1.8158e-06 5.76688202697565e-07 0 0 0 0 0 0 0 0 0 3.03327e-06 0 0
CLDN16 0 0 1.51534e-06 6.9827683414561e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLDN17 0 0 1.50922e-06 5.32412041449305e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLDN18 0 0 8.21726e-07 7.392283661332e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLDN19 0 0 2.25914e-06 6.8731086145231e-07 0 0 0 0 0 0 0 0 0 2.84109e-07 0 0
CLDN20 0 0 1.37596e-06 2.51181172662054e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLDN22 0 0 1.26972e-06 4.00340284893077e-07 0 0 0 0 0 0 0 0 0 1.14606e-06 0 0
CLDN23 0 0 1.04146e-10 4.65147934773794e-07 0 0 0 0 0 0 0 0 0 1.09462e-06 0 0
CLDN24 0 0 1.04146e-10 3.88080970834569e-07 0 0 0 0 0 0 0 0 0 1.33766e-06 0 0
CLDN25 0 0 1.04146e-10 3.47537669840773e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLDN3 0 0 2.41827e-06 3.13410970225636e-07 0 0 0 0 0 0 0 0 0 2.53019e-06 0 0
CLDN4 0 0 2.22002e-06 2.60448090092836e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLDN5 0 0 3.18516e-06 5.4506815356102e-07 0 0 2 0 0 0 0 0 0 1.0705e-05 0 0
CLDN6 0 0 1.5177e-06 3.28493313621959e-07 0 0 0 0 0 0 0 0 0 3.82562e-06 0 0
CLDN7 0 0 2.01244e-06 4.98881688557905e-07 0 0 0 0 0 0 0 0 0 3.37982e-06 0 0
CLDN8 0 0 1.7435e-06 2.5962992393642e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLDN9 0 0 2.31029e-06 2.66074736981965e-07 0 0 0 0 0 0 0 0 0 5.06057e-06 0 0
CLDND1 0 0 1.16113e-06 8.5275577519089e-07 0 0 0 0 0 0 0 0 0 5.77319e-07 0 0
CLDND2 0 0 1.37787e-07 3.29048497737496e-07 0 0 0 0 0 0 0 0 0 4.14576e-06 0 0
CLEC10A 0 0 7.73879e-07 9.572016280163e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC11A 0 0 1.1456e-06 7.2778620992349e-07 0 0 0 0 0 0 0 0 0 9.30036e-06 0 0
CLEC12A 0 0 1.04146e-10 6.1656246188136e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC12B 0 0 3.80648e-07 7.6678117425703e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC14A 0 0 1.04146e-10 7.5986150704236e-07 0 0 0 0 0 0 0 0 0 4.78542e-06 0 0
CLEC16A 0 0 1.01459e-05 2.4677913754593e-06 0 0 0 0 0 0 0 1 0 4.31136e-07 0 0
CLEC17A 0 0 7.37691e-08 1.33776193953406e-06 0 0 0 0 0 0 0 0 0 3.5982e-07 0 0
CLEC18A 0 0 2.02771e-06 1.31750848367816e-06 0 0 0 0 0 0 0 0 0 5.77738e-06 0 0
CLEC18B 0 0 1.90371e-06 1.28197026470055e-06 0 0 0 0 0 0 0 0 0 2.37359e-06 0 0
CLEC18C 0 0 1.58146e-06 1.21718893601098e-06 0 0 0 0 0 0 0 0 0 5.6644e-06 0 0
CLEC19A 0 0 1.04146e-10 5.5120929127444e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC1A 0 0 8.98543e-07 6.58955690393205e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC1B 0 0 1.11193e-06 5.7616327973111e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC2A 0 0 1.04146e-10 4.43469634177696e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC2B 0 0 9.60015e-08 6.64106517514445e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC2D 0 0 1.04146e-10 6.52140995656895e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC2L 0 0 1.04146e-10 6.52761343996025e-07 0 0 0 0 0 0 0 0 0 2.70177e-06 0 0
CLEC3A 0 0 2.86655e-08 6.33962853940215e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC3B 0 0 1.59155e-06 3.7164610118605e-07 0 0 0 0 0 0 0 0 0 2.598e-06 0 0
CLEC4A 0 0 4.75723e-08 7.62415979047365e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC4C 0 0 1.04146e-10 1.17526725268059e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC4D 0 0 1.04146e-10 6.2460774074908e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC4E 0 0 7.61044e-07 5.45580424319285e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC4F 0 0 3.86604e-09 1.22086409925559e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC4G 0 0 3.48515e-08 7.94383166821345e-07 0 0 0 0 0 0 0 0 0 6.24701e-06 0 0
CLEC4GP1 0 0 1.04146e-10 2.80415200717126e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC4M 0 0 1.04146e-10 1.16144814880269e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC5A 0 0 3.93883e-07 4.91189746323563e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC6A 0 0 5.17599e-08 5.95355549070605e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC7A 0 0 5.40925e-07 6.1774577316174e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLEC9A 0 0 3.1477e-07 7.89593441153175e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLECL1 0 0 1.04146e-10 3.65584241497925e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLGN 0 0 3.35846e-06 1.64718068203062e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLHC1 0 0 1.40118e-06 1.64738060065665e-06 0 0 0 0 0 0 0 0 0 6.97955e-07 0 0
CLIC1 0 0 1.04146e-10 4.67492510728479e-07 0 0 0 0 0 0 0 0 0 3.41973e-07 0 0
CLIC3 0 0 3.183e-06 5.3365991490169e-07 0 0 0 0 0 0 0 0 0 8.16071e-06 0 0
CLIC4 0 0 1.48294e-06 4.23904950038849e-07 0 0 0 0 0 0 0 0 0 6.657e-07 0 0
CLIC5 0 0 2.87593e-06 1.02485289911982e-06 0 0 0 0 0 0 0 0 0 7.47599e-07 0 0
CLIC6 0 0 3.58691e-06 9.44755662923575e-07 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLINT1 0 0 3.67841e-06 1.84070556998053e-06 0 0 0 0 0 0 0 0 0 1.88267e-07 0 0
CLIP1 0 0 7.88424e-06 3.33462326510476e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLIP2 0 0 8.39806e-06 2.54051007766364e-06 0 0 0 0 0 0 0 0 0 7.34401e-06 0 0
CLIP3 0 0 4.48925e-06 1.4256439029419e-06 0 0 0 0 0 0 0 0 0 2.59124e-06 0 0
CLIP4 0 0 3.57857e-06 1.55788891399129e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLK1 0 0 2.27804e-06 1.64823781349287e-06 0 0 0 0 0 0 0 0 0 1.38905e-06 0 0
CLK2 0 0 3.2183e-06 2.50315434527596e-06 0 0 0 0 0 0 0 0 0 1.11606e-10 0 0
CLK3 0 0 3.35896e-06 2.14710867189705e-06 0 0 0 0 0 0 0 0 0 6.67147e-06 0 0
